batch,analysis,employment_status,is_weekend_factor,dst_observes,onset_estimate,offset_estimate,derived_duration_hours,derived_midpoint_linear,duration_direct_estimate,duration_direct_minus_derived,duration_adjusted_estimate,duration_adjusted_minus_derived,midpoint_direct_estimate,midpoint_direct_minus_derived,midpoint_adjusted_estimate,midpoint_adjusted_minus_derived
base,derived_duration_midpoint_main_grid,Self Employed,Weekend,NA,0.16126107288297753,11.871308700754977,11.710047627872,6.016284886818977,10.382448837374389,-1.3275987904976103,9.602079974735464,-2.1079676531365337,5.765850000463638,-0.2504348863553396,4.600912285978789,-1.415372600840188
base,derived_duration_midpoint_main_grid,Student,Weekday,NA,-0.0755924866477244,4.271718437153205,4.347310923800929,2.0980629752527404,4.338602737952502,-0.00870818584842769,4.747209948490717,0.3998990246897875,2.033989272840549,-0.06407370241219112,3.120621176782313,1.0225582015295736
base,derived_duration_midpoint_main_grid,Student,Weekend,NA,0.6301737351513577,4.850354048330387,4.220180313179029,2.7402638917408724,4.484816537639731,0.2646362244607019,4.655780564967125,0.4356002517880953,2.863137359520954,0.12287346778008156,3.898364022569188,1.1581001308283163
base,derived_duration_midpoint_main_grid,Unable To Work,Weekday,NA,-1.790330101650485,3.838459687031184,5.628789788681669,1.0240647926903494,5.561392711328552,-0.06739707735311651,6.301648834247555,0.672859045565886,0.9410202209391246,-0.08304457175122515,1.5024021246407016,0.47833733195035144
base,derived_duration_midpoint_main_grid,Unable To Work,Weekend,NA,-1.482800675692297,4.06428309343556,5.547083769127857,1.2907412088716317,5.614746757545493,0.06766298841763607,6.2388084077333765,0.6917246386055194,1.3356183422968966,0.04487713342526511,1.8782815781221471,0.5875403692505152
dst,derived_duration_midpoint_main_grid,Employed For Wages,Weekday,DST,-2.0201792388202966,5.776096146449362,7.796275385269659,1.8779584538145329,7.740539681905422,-0.0557357033642365,8.195452877132935,0.3991774918632762,1.8469122286136757,-0.03104622520085698,1.715173485470298,-0.16278496834423528
dst,derived_duration_midpoint_main_grid,Employed For Wages,Weekday,NoDST,-2.128725988779751,5.872029860329029,8.00075584910878,1.8716519357746384,7.925698830591638,-0.07505701851714175,8.378270993277887,0.3775151441691076,1.85809603911699,-0.01355589665764789,1.6571085643029937,-0.21454337147164537
dst,derived_duration_midpoint_main_grid,Employed For Wages,Weekend,DST,-1.550160873957944,6.1550954981183175,7.705256372076262,2.302467312080186,7.903771213738764,0.19851484166250263,8.181921551282581,0.4766651792063197,2.4693841957021294,0.16691688362194235,2.2803808734721467,-0.02208643860804038
dst,derived_duration_midpoint_main_grid,Employed For Wages,Weekend,NoDST,-1.5950006169625504,6.14989470937228,7.74489532633483,2.2774470462048644,7.874784042520515,0.1298887161856852,8.154903204467315,0.4100078781324852,2.4668434423624483,0.18939639615758352,2.2840732503425376,0.00662620413767278
dst,derived_duration_midpoint_main_grid,Homemaker,Weekday,DST,-2.1912428825448007,9.005311253511316,11.196554136056116,3.4070341854832575,10.985614627746632,-0.21093950830948496,10.924654315626944,-0.27189982042917116,3.5259522273008588,0.1189180418176008,2.251817566931598,-1.155216618551659
dst,derived_duration_midpoint_main_grid,Homemaker,Weekday,NoDST,-2.2997896325042553,9.101244967390985,11.401034599895238,3.400727667443364,11.170773776432847,-0.23026082346239107,11.107472431771898,-0.2935621681233407,3.5371360378041734,0.13640837036080988,2.1937526457642935,-1.206975021679071
dst,derived_duration_midpoint_main_grid,Homemaker,Weekend,DST,-1.7330526392156382,9.268383343603544,11.00143598281918,3.767665352193952,10.96805075085837,-0.03338523196081233,10.742798161495385,-0.25863782132379853,4.10652628534527,0.3388609331513166,2.8393014839769424,-0.9283638682170104
dst,derived_duration_midpoint_main_grid,Homemaker,Weekend,NoDST,-1.7778923822202446,9.263182554857506,11.04107493707775,3.742645086318631,10.93906357964012,-0.10201135743763068,10.715779814680117,-0.3252951223976339,4.103985532005589,0.3613404456869578,2.8429938608473333,-0.8996512254712972
dst,derived_duration_midpoint_main_grid,Out Of Work Less Than One,Weekday,DST,-14.774083412037516,-13.570590953310123,1.2034924587273927,9.82766281732618,0.21303054606552232,-0.9904619126618704,5.256882598017815,4.053390139290422,-14.52780849578926,-0.3554713131154408,-12.054905739649191,2.1174314430246284
dst,derived_duration_midpoint_main_grid,Out Of Work Less Than One,Weekday,NoDST,-14.88263016199697,-13.474657239430456,1.407972922566513,9.821356299286286,0.39818969475173815,-1.0097832278147747,5.4397007141627665,4.0317277915962535,-14.516624685285946,-0.33798098457223347,-12.112970660816496,2.0656730398972165
dst,derived_duration_midpoint_main_grid,Out Of Work Less Than One,Weekend,DST,-14.200996078151269,-13.096952540782471,1.1040435373687956,10.35102569053313,0.4396419566702148,-0.6644015806985808,5.282945725762692,4.178902188393897,-13.816114584638116,-0.16714027517124563,-11.423438178620655,2.2255361308462156
dst,derived_duration_midpoint_main_grid,Out Of Work Less Than One,Weekend,NoDST,-14.245835821155874,-13.10215332952851,1.143682491627363,10.326005424657808,0.41065478545196554,-0.7330277061753974,5.255927378947427,4.112244887320064,-13.818655337977798,-0.14466076263560623,-11.419745801750269,2.254248773591925
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekday,DST,4.617762213730757,13.98017966533788,9.362417451607122,9.298970939534318,10.789707799839826,1.4272903482327042,8.927469075584588,-0.43494837602253433,9.829835803099828,0.53086486356551,8.675080225825964,-0.623890713708354
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekday,NoDST,4.5092154637713024,14.076113379217546,9.566897915446244,9.292664421494424,10.974866948526042,1.407969033079798,9.11028719172954,-0.45661072371670386,9.841019613603144,0.5483551921087173,8.61701530465866,-0.6756491168357659
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekend,DST,5.206795183846417,14.326780423557397,9.11998523971098,9.766787803701906,10.627579476626018,1.507594236915038,8.571150283194733,-0.5488349565162469,10.516844007685112,0.7500562039832062,9.419605908363948,-0.3471818953379593
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekend,NoDST,5.16195544084181,14.32157963481136,9.159624193969549,9.741767537826584,10.598592305407768,1.4389681114382196,8.544131936379467,-0.6154922575900823,10.514303254345432,0.7725357165188473,9.423298285234337,-0.3184692525922497
dst,derived_duration_midpoint_main_grid,Retired,Weekday,DST,1.1564266527906764,9.685872963524512,8.529446310733837,5.421149808157595,8.629322178368131,0.09987586763429412,8.141562749409358,-0.3878835613244789,5.254717218314994,-0.1664325898426,4.814722939010623,-0.6064268691469721
dst,derived_duration_midpoint_main_grid,Retired,Weekday,NoDST,1.0478799028312218,9.78180667740418,8.733926774572959,5.414843290117702,8.814481327054345,0.08055455248138621,8.32438086555431,-0.4095459090186484,5.265901028818309,-0.1489422612993927,4.756658017843318,-0.658185272274384
dst,derived_duration_midpoint_main_grid,Retired,Weekend,DST,1.5638023443865965,9.97098970315991,8.407187358773314,5.767396023773253,8.770454956895053,0.36326759812173925,8.126887738894224,-0.2802996198790897,5.805034958733992,0.03763893496073933,5.315435547823438,-0.4519604759498144
dst,derived_duration_midpoint_main_grid,Retired,Weekend,NoDST,1.51896260138199,9.965788914413872,8.446826313031883,5.742375757897932,8.741467785676804,0.2946414726449209,8.099869392078958,-0.3469569209529251,5.802494205394311,0.06011844749637873,5.319127924693829,-0.423247833204103
dst,derived_duration_midpoint_main_grid,Self Employed,Weekday,DST,-0.2695403111871451,12.125386778427975,12.39492708961512,5.927923233620414,10.855628461735645,-1.5392986278794751,10.120861160177297,-2.2740659294378247,5.574938168710061,-0.352985064910353,4.239226345629403,-1.6886968879910107
dst,derived_duration_midpoint_main_grid,Self Employed,Weekday,NoDST,-0.3780870611466001,12.221320492307642,12.599407553454242,5.92161671558052,11.04078761042186,-1.5586199430323813,10.30367927632225,-2.2957282771319925,5.586121979213376,-0.33549473636714566,4.181161424462099,-1.7404552911184226
dst,derived_duration_midpoint_main_grid,Self Employed,Weekend,DST,0.10308197704739457,12.350090196857185,12.24700821980979,6.226586086952289,10.821058877514592,-1.425949342295196,9.958520249315942,-2.288487970493847,6.02612458336658,-0.2004615035857089,4.702759046689984,-1.5238270402623044
dst,derived_duration_midpoint_main_grid,Self Employed,Weekend,NoDST,0.05824223404278853,12.344889408111149,12.286647174068358,6.201565821076968,10.792071706296344,-1.4945754677720142,9.931501902500676,-2.3551452715676824,6.0235838300269,-0.17798199105006773,4.706451423560374,-1.4951143975165948
dst,derived_duration_midpoint_main_grid,Student,Weekday,DST,-0.16861847720268705,4.053461087097676,4.222079564300363,1.9424213049474943,4.222737333463956,6.577691635936134e-4,4.68405157194567,0.4619720076453069,1.8737470176872717,-0.0686742872602224,2.9908718226346123,1.0484505176871188
dst,derived_duration_midpoint_main_grid,Student,Weekday,NoDST,-0.27716522716214165,4.149394800977343,4.426560028139485,1.9361147869076007,4.407896482150172,-0.01866354598931252,4.866869688090622,0.44030965995113736,1.884930828190586,-0.05118395871701509,2.9328069014673077,0.996692114559707
dst,derived_duration_midpoint_main_grid,Student,Weekend,DST,0.5402913109502168,4.6695398863104325,4.129248575360216,2.604915598630325,4.374747588283671,0.24549901292345488,4.5933319594749875,0.4640833841147716,2.72974338321641,0.1248277845860848,3.7931025883431544,1.188186989712829
dst,derived_duration_midpoint_main_grid,Student,Weekend,NoDST,0.4954515679456109,4.664339097564395,4.168887529618784,2.5798953327550027,4.345760417065422,0.17687288744663743,4.566313612659722,0.3974260830409379,2.727202629876729,0.14730729712172597,3.796794965213545,1.2168996324585422
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekday,DST,-81.84889207183896,201.70446820339956,19.553360275238504,23.92778806578029,190.8939673022859,171.34060702704738,206.73779205106055,187.18443177582205,-27.82184860985249,-3.749636675632786,-90.41814315161209,5.654068782607638
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekday,NoDST,-81.95743882179845,201.8004019172793,19.75784073907772,23.921481547740413,191.07912645097213,171.3212857118944,206.9206101672054,187.1627694281277,-27.81066479934918,-3.732146347089597,-90.4762080727794,5.602310379480187
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekend,DST,-81.71623517267129,201.9664689403852,19.682704113056506,0.12511688385696118,191.17632704822336,171.49362293516688,206.9351523012695,187.252448188213,-27.52645044012704,-3.651567323984001,-90.22240832732275,5.652474788820285
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekend,NoDST,-81.76107491567588,201.9612681516391,19.722343067314966,0.10009661798160609,191.14733987700515,171.4249968096902,206.90813395445423,187.1857908871393,-27.528991193466723,-3.629087811448329,-90.2187159504524,5.681187431566002
