batch,analysis,employment_status,is_weekend_factor,dst_observes,onset_estimate,offset_estimate,derived_duration_hours,derived_midpoint_linear,duration_direct_estimate,duration_direct_minus_derived,duration_adjusted_estimate,duration_adjusted_minus_derived,midpoint_direct_estimate,midpoint_direct_minus_derived,midpoint_adjusted_estimate,midpoint_adjusted_minus_derived
base,derived_duration_midpoint_main_grid,Self Employed,Weekday,NA,-0.08230761919041829,4.39045882876282,4.472766447953238,2.154075604786201,4.099415744331003,-0.37335070362223544,4.5504127719452185,0.07764632399198046,2.092957472599586,-0.0611181321866141,3.000564347183086,0.8464887423968861
base,derived_duration_midpoint_main_grid,Self Employed,Weekend,NA,0.3715652958864893,5.154739929119918,4.783174633233429,2.763152612503204,4.306679689171598,-0.4764949440618311,4.5950360518162015,-0.1881385814172276,2.715199303109818,-0.04795330939338527,3.552436358722342,0.7892837462191391
base,derived_duration_midpoint_main_grid,Student,Weekday,NA,-0.598185272315346,6.871569911513349,7.469755183828696,3.1366923195990015,7.428815105131907,-0.04094007869678862,7.395452144554599,-0.07430303927409643,3.4720163328704694,0.33532401327146744,3.253067526188395,0.11637520658939238
base,derived_duration_midpoint_main_grid,Student,Weekend,NA,-0.13379908638851945,7.666429314833989,7.800228401222508,3.766315114222735,7.6592914120744995,-0.14093698914800878,7.456137166597328,-0.3440912346251803,4.12159441424911,0.35527930002637476,3.8243907843902742,0.05807567016753978
base,derived_duration_midpoint_main_grid,Unable To Work,Weekday,NA,-2.16492004344495,8.422067353257244,10.586987396702192,3.128573654906147,10.657408204286709,0.07042080758451519,10.847127389492051,0.260139992789858,3.1877623034207163,0.05918864851456895,1.9462937739401205,-1.1822798809660269
base,derived_duration_midpoint_main_grid,Unable To Work,Weekend,NA,-1.7158513879348172,9.191914227289606,10.907765615224424,3.7380314196773945,10.892950455907997,-0.01481515931642718,10.92007513864783,0.01230952342340607,3.809835880569798,0.07180446089240355,2.4883962688825956,-1.2496351507947985
dst,derived_duration_midpoint_main_grid,Employed For Wages,Weekday,DST,-1.6709323361957693,7.258845730736576,8.929778066932345,2.793956697270403,9.369132743767125,0.43935467683478,9.483369684490864,0.5535916175585207,2.757530735897596,-0.03642596137280662,2.0974470092596373,-0.6965096880107655
dst,derived_duration_midpoint_main_grid,Employed For Wages,Weekday,NoDST,-1.4793469352853528,7.371410801406187,8.85075773669154,2.946031933060417,9.306120625789127,0.4553628890975894,9.380184001079757,0.529426264388217,2.9123592814161223,-0.03367265164429511,2.2734018919891064,-0.6726300410713115
dst,derived_duration_midpoint_main_grid,Employed For Wages,Weekend,DST,-1.2416654532016198,8.010356134238766,9.2520215874403835,3.384345340518573,9.594398644512651,0.34237705707226596,9.549223018051867,0.29720143061148363,3.3682955295015646,-0.01604981101700886,2.6318980750021375,-0.7524472655164356
dst,derived_duration_midpoint_main_grid,Employed For Wages,Weekend,NoDST,-1.0476693734483795,8.114013938102486,9.161683311550869,3.5331722823270537,9.522985406136428,0.36130209458556095,9.43763357612311,0.27595026457224314,3.52315496600514,-0.01001731632191393,2.8107221547603474,-0.7224501275667059
dst,derived_duration_midpoint_main_grid,Homemaker,Weekday,DST,-3.0284651422712603,-0.26620319690986266,2.7622619453613977,22.35266583040944,4.442453610827751,1.680191665466353,5.869623325064025,3.1073613797026276,1.3812578704248395,3.0285920400154005,2.0680639640870018,3.715398133677564
dst,derived_duration_midpoint_main_grid,Homemaker,Weekday,NoDST,-2.8368797413608435,-0.15363812624025203,2.6832416151205916,22.50474106619945,4.379441492849756,1.696199877729164,5.766437641652916,3.083196026532325,1.5360864159433665,3.0313453497439156,2.244018846816471,3.739277780617019
dst,derived_duration_midpoint_main_grid,Homemaker,Weekend,DST,-2.600333784313458,0.47915306821665754,3.0794868525301156,22.9394096419516,4.671421288085481,1.5919344355553655,5.940880496020496,2.86139364349038,1.985508058809603,3.0460984168580048,2.5947553768676106,3.6553457349160112
dst,derived_duration_midpoint_main_grid,Homemaker,Weekend,NoDST,-2.4063377045602183,0.58281087208037885,2.989148576640597,23.08823658376008,4.600008049709258,1.6108594730686607,5.829291054091738,2.840142477451141,2.1403674953131784,3.0521309115530997,2.7735794566258205,3.6853428728657422
dst,derived_duration_midpoint_main_grid,Out Of Work Less Than One,Weekday,DST,8.689209366782322,6.824738398377797,22.135529031595475,19.75697388258006,0.12256288549039684,-22.01296614610508,-1.7767903976511954,-23.91231942924667,8.654839273588118,-11.10213460899194,11.411796986302535,-8.345176896277522
dst,derived_duration_midpoint_main_grid,Out Of Work Less Than One,Weekday,NoDST,8.880794767692738,6.937303469047408,22.05650870135467,19.90904911837007,0.05955076751240194,-21.996957933842268,-1.8799760810623032,-23.936484782416972,8.809667819106645,-11.099381299263426,11.587751869032006,-8.321297249338064
dst,derived_duration_midpoint_main_grid,Out Of Work Less Than One,Weekend,DST,9.115019586728744,7.534674113637718,22.419654526908975,20.32484685018323,0.3116115855651144,-22.10804294134386,-1.742067803052184,-24.16172232996116,9.246085939926044,-11.078760910257188,11.93900355411246,-8.385843296070773
dst,derived_duration_midpoint_main_grid,Out Of Work Less Than One,Weekend,NoDST,9.309015666481985,7.638331917501439,22.329316251019456,20.47367379199171,0.24019834718889124,-22.08911790383057,-1.853657244980942,-24.182973496000397,9.40094537642962,-11.072728415562093,12.117827633870668,-8.355846158121043
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekday,DST,8.203959728063253,16.458051659861017,8.254091931797763,12.331005693962137,12.219735765145131,3.965643833347368,10.193090813118816,1.9389988813210532,13.80764962093756,1.4766439269754257,12.789476029898257,0.45847033593612174
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekday,NoDST,8.39554512897367,16.570616730530627,8.175071601556958,12.483080929752148,12.156723647167135,3.9816520456101774,10.089905129707708,1.9148335281507496,13.962478166456089,1.4793972367039387,12.965430912627726,0.4823499828755775
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekend,DST,8.672315250372703,17.278417479430473,8.60610222905777,12.97536636490159,12.494754138595251,3.888651909537481,10.298393934479517,1.692291705421745,14.457969967396384,1.4826036024947946,13.346666550157597,0.3713001852560076
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekend,NoDST,8.866311330125942,17.382075283294196,8.515763953168253,13.124193306710067,12.423340900219028,3.9075769470507744,10.186804492550756,1.6710405393825027,14.61282940389996,1.488636097189891,13.525490629915806,0.4012973232057373
dst,derived_duration_midpoint_main_grid,Retired,Weekday,DST,-1.2500044241054689,6.779360916426864,8.029365340532333,2.764678246160698,8.21372314635605,0.1843578058237174,8.35443693738931,0.3250715968569775,2.8860198530259167,0.12134160686521868,2.579908008975491,-0.1847702371852069
dst,derived_duration_midpoint_main_grid,Retired,Weekday,NoDST,-1.0584190231950523,6.891925987096474,7.950345010291526,2.916753481950711,8.150711028378055,0.20036601808652857,8.251251253978202,0.3009062436866756,3.040848398544443,0.12409491659373197,2.75586289170496,-0.16089059024575114
dst,derived_duration_midpoint_main_grid,Retired,Weekend,DST,-0.8188412298483541,7.5554539395875135,8.374295169435868,3.36830635486958,8.459477708675463,0.08518253923959485,8.43763175114492,0.0633365817090521,3.50885218523635,0.14054583036677035,3.119481937327966,-0.24882441754161455
dst,derived_duration_midpoint_main_grid,Retired,Weekend,NoDST,-0.624845150095114,7.659111743451235,8.28395689354635,3.517133296678061,8.38806447029924,0.10410757675288984,8.326042309216161,0.04208541566981161,3.6637116217399255,0.14657832506186352,3.298306017086176,-0.2188272795918849
dst,derived_duration_midpoint_main_grid,Self Employed,Weekday,DST,-0.3498529137189021,4.294482061834522,4.644334975553424,1.9723145740578096,4.240558070812874,-0.4037769047405497,4.738352368444905,0.09401739289148114,1.9085451800062097,-0.06376939405160087,2.7555064369668707,0.7831918629090602
dst,derived_duration_midpoint_main_grid,Self Employed,Weekday,NoDST,-0.15826751280848553,4.4070471325041325,4.565314645312618,2.124389809847824,4.177545952834879,-0.3877686924777395,4.635166685033796,0.06985203972117748,2.063373725524736,-0.06101608432308758,2.93146131969634,0.80707150984851606
dst,derived_duration_midpoint_main_grid,Self Employed,Weekend,DST,0.1148920937643198,5.068918686018608,4.954026592254288,2.5919053898914637,4.450005597216955,-0.5040209950373331,4.783594441566138,-0.17043215068814987,2.5376641031087077,-0.05424128678275508,3.313674702200643,0.7217693123091795
dst,derived_duration_midpoint_main_grid,Self Employed,Weekend,NoDST,0.3088881735175597,5.17257648988233,4.86368831636477,2.7407323316999443,4.378592358840732,-0.4850959575240381,4.67200499963738,-0.19168331672738947,2.6925235396122833,-0.04820879208766016,3.492498781958853,0.7517664502589092
dst,derived_duration_midpoint_main_grid,Student,Weekday,DST,-0.4981266782090134,6.926285230694302,7.424411908903315,3.214079276242644,7.389568096620865,-0.03484381228245059,7.328496894394352,-0.09591501450896356,3.549343799784893,0.3352645235422482,3.339136876453381,0.1250576002107362
dst,derived_duration_midpoint_main_grid,Student,Weekday,NoDST,-0.3065412772985969,7.0388503013639125,7.345391578662509,3.366154512032658,7.326555978642869,-0.01883560001964035,7.225311210983243,-0.12008036767926632,3.704172345303419,0.3380178332707615,3.51509175918285,0.14893724715019196
dst,derived_duration_midpoint_main_grid,Student,Weekend,DST,-0.02343165359193592,7.73180301340968,7.755234667001616,3.854185679908872,7.623069360582407,-0.13216530641920876,7.390715479776856,-0.36451918722475973,4.205553758349519,0.35136807844064677,3.9162447262599702,0.0620590463510986
dst,derived_duration_midpoint_main_grid,Student,Weekend,NoDST,0.17056442616130407,7.835460817273401,7.664896391112097,4.003012621717352,7.551656122206182,-0.11324026890591464,7.279126037848098,-0.38577035326399933,4.360413194853095,0.3574005731357417,4.095068806018181,0.09205618430082828
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekday,DST,-2.148645756779006,8.440119391238866,10.588765148017872,3.1457368172299303,10.645812116428589,0.05704696841071666,10.827513610749914,0.2387484627320422,3.2102300008283073,0.06449318359837619,1.9665246452126175,-1.179212172017312
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekday,NoDST,-1.9570603558685895,8.552684461908477,10.509744817777069,3.297812053019944,10.582799998450591,0.07305518067352601,10.724327927338804,0.21458310956173857,3.365058546346834,0.06724649332688948,2.1424795279420863,-1.155332525077858
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekend,DST,-1.6882866631591316,9.220780730602751,10.909067393761882,3.7662470337218097,10.883482172370572,-0.02558522139131014,10.900916515522756,-0.00815087823912641,3.839595231489958,0.07334819776814783,2.515378804353231,-1.250868229368578
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekend,NoDST,-1.4942905834058915,9.324438534466472,10.818729117872364,3.9150739755302904,10.812068933994349,-0.00666018387801514,10.789327073593997,-0.0294020442783669,3.9944546679935335,0.07938069246324275,2.694202884111441,-1.22087109141885
