outcome,batch,category,term,estimate,conf.low,conf.high
offset,dst,Employment,Unable To Work,8.830450060920809,3.3153240052759796,14.345576116565638
onset,base,Employment,Employed For Wages,-1.5285243042005678,-4.496199425405258,1.4391508170041236
onset,base,Employment,Homemaker,-5.184398864577956,-19.896675588062344,9.527877858906436
onset,base,Employment,Out Of Work Less Than One,8.83305894264348,-5.464758895642869,23.130876780929825
onset,base,Employment,Out Of Work One Or More,8.583324943291743,-9.029164552566094,26.19581443914958
onset,base,Employment,Retired,-0.88222957138198,-3.596222751116981,1.831763608353021
onset,base,Employment,Self Employed,0.1446288383480355,-4.85016592980211,5.13942360649818
onset,base,Employment,Student,-0.36599217935193273,-4.422231231984508,3.690246873280642
onset,base,Employment,Unable To Work,-1.9403857156898834,-6.348914331235168,2.468142899855401
onset,dst,Employment,Employed For Wages,-1.4562988946986946,-4.441656649618228,1.5290588602208381
onset,dst,Employment,Homemaker,-2.814399463292359,-17.625629033617535,11.996830107032814
onset,dst,Employment,Out Of Work Less Than One,8.902114476755532,-5.352886059302579,23.157115012813648
onset,dst,Employment,Out Of Work One Or More,8.43813748921798,-9.12716915189566,26.00344413033162
onset,dst,Employment,Retired,-1.0344228269769116,-3.8047988996983078,1.7359532457444848
onset,dst,Employment,Self Employed,-0.11748040997729114,-5.121839273496357,4.886878453541775
onset,dst,Employment,Student,-0.2607791659004747,-4.30779847332953,3.7862401415285807
onset,dst,Employment,Unable To Work,-1.9184662099690688,-6.313390299370745,2.476457879432607
duration,base,Weekend Effect,Weekday,9.350038676577087,7.265635441576109,11.434441911578066
duration,base,Weekend Effect,Weekend,9.570434918070632,7.482576524984319,11.658293311156944
duration,dst,Weekend Effect,Weekday,9.369132743767125,7.272457497008532,11.465807990525718
duration,dst,Weekend Effect,Weekend,9.594398644512651,7.494242092379053,11.694555196646249
midpoint,base,Weekend Effect,Weekday,2.7033966371221103,-0.4919243518263268,5.898717626070548
midpoint,base,Weekend Effect,Weekend,3.307157798077901,0.10890590449397576,6.505409691661826
midpoint,dst,Weekend Effect,Weekday,2.757530735897596,-0.4689542947745289,5.984015766569721
midpoint,dst,Weekend Effect,Weekend,3.3682955295015646,0.13886963084834925,6.59772142815478
offset,base,Weekend Effect,Weekday,7.197459667138626,3.493158560504614,10.901760773772638
offset,base,Weekend Effect,Weekend,7.936798461506806,4.228840302408512,11.6447566206051
offset,dst,Weekend Effect,Weekday,7.258845730736576,3.5119171055151592,11.005774355957993
offset,dst,Weekend Effect,Weekend,8.010356134238766,4.259761751283483,11.760950517194049
onset,base,Weekend Effect,Weekday,-1.738121280769709,-4.704509283576663,1.2282667220372454
onset,base,Weekend Effect,Weekend,-1.3189273276314264,-4.287889567233854,1.6500349119710016
onset,dst,Weekend Effect,Weekday,-1.6709323361957693,-4.65499188918821,1.3131272167966717
onset,dst,Weekend Effect,Weekend,-1.2416654532016198,-4.2283214100482445,1.7449905036450046
