outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,38,7.271108327253101,6.955667158947035,7.586549495559167
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,39,7.25560852384419,6.9486121561775445,7.562604891510835
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,40,7.240588326911097,6.940218706305542,7.540957947516652
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,41,7.226047736453824,6.930631468018801,7.521464004888848
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,42,7.211986752472371,6.920016755146667,7.503956749798075
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,43,7.198405374966738,6.908555133377075,7.4882556165564
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,44,7.185303603936922,6.896433543704219,7.4741736641696255
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,45,7.172681439382927,6.883837520285734,7.46152535848012
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,46,7.160538881304752,6.870944532101081,7.450133230508422
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,47,7.1488759297023945,6.857918573697534,7.439833285707255
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,48,7.1376925845758565,6.844906523683674,7.430478645468039
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,49,7.126988845925139,6.832035742699624,7.421941949150653
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,50,7.116764713750241,6.819412748986542,7.41411667851394
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,51,7.107020188051161,6.807123503562931,7.406916872539391
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,52,7.097755268827901,6.79523288031429,7.400277657341511
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,53,7.088969956080461,6.78378568074668,7.394154231414241
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,54,7.080664249808839,6.7728076380363875,7.388520861581291
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,55,7.072838150013037,6.7623056122749094,7.383370687751164
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,56,7.065491656693054,6.752268893426333,7.378714419959776
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,57,7.058624769848891,6.742669759064891,7.374579780632891
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,58,7.0522374894805475,6.7334641461049145,7.3710108328561805
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,59,7.046329815588022,6.724592634751896,7.368066996424148
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,60,7.040901748171317,6.715981181677205,7.3658223146654285
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,61,7.035953287230431,6.707542223881986,7.364364350578875
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,62,7.031484432765364,6.6991761268673535,7.363792738663374
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,63,7.027495184776116,6.690772789354572,7.364217580197661
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,64,7.023985543262689,6.682213946839181,7.365757139686196
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,65,7.02095550822508,6.673375339743474,7.368535676706685
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,66,7.018405079663291,6.664129799125515,7.372680360201066
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,67,7.01633425757732,6.654350361210655,7.378318153943985
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,68,7.0147430419671695,6.643913474734285,7.385572609200054
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,69,7.013631432832838,6.632702155612811,7.394560710052866
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,70,7.012999430174325,6.620608703497011,7.40539015685164
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,71,7.012847033991633,6.6075372986277685,7.418156769355498
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,72,7.01317424428476,6.5934051694281015,7.432943319141418
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,73,7.013981061053706,6.578143821012252,7.449818301095161
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,74,7.01526748429847,6.561698865295114,7.468836103301827
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,75,7.017033514019055,6.544029962475904,7.490037065562206
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,76,7.01927915021546,6.525108919643646,7.513449380787273
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,77,7.022004392887683,6.504919092889154,7.539089692886212
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,78,7.025209242035725,6.483453190094121,7.566965293977329
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,79,7.028893697659587,6.460711822944939,7.597075572374235
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,80,7.033057759759268,6.43670170459373,7.629413814924806
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,81,7.037701428334769,6.4114343041350335,7.663968552534504
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,82,7.0428247033860885,6.384924756682101,7.700724650090076
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,83,7.048427584913227,6.357189829927332,7.739665339899123
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,84,7.0545100729161865,6.328248338983585,7.780771806848788
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,85,7.061072167394965,6.298119430218968,7.824024904570962
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,18,7.439254466080847,6.444425133019147,8.434083799142547
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,19,7.424773689062662,6.479424998986489,8.370122379138834
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,20,7.41053052372855,6.513053234408747,8.308007813048352
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,21,7.396524970078511,6.545289547121677,8.247760393035346
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,22,7.382757028112547,6.576111753551218,8.189402302673876
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,23,7.369226697830656,6.605494609763898,8.132958785897413
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,24,7.355933979232837,6.633409663928976,8.078458294536699
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,25,7.342878872319093,6.659826362369566,8.02593138226862
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,26,7.3300613770894225,6.6847104399664,7.975412314212445
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,27,7.317481493543825,6.7080243896159955,7.926938597471655
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,28,7.305139221682301,6.729727314327187,7.880551129037414
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,29,7.29303456150485,6.749776037755405,7.836293085254296
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,30,7.281167513011473,6.768124732016481,7.794210294006466
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,31,7.26953807620217,6.784726776785502,7.754349375618838
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,32,7.258146251076941,6.799536560607177,7.716755941546704
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,33,7.246992037635784,6.812510300180717,7.681473775090851
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,34,7.236075435878701,6.823611184850325,7.6485396869070765
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,35,7.225396445805692,6.83281211652292,7.617980775088464
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,36,7.2149550674167555,6.840099351381827,7.589810783451684
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,37,7.204751300711893,6.845479043367156,7.564023558056629
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,38,7.194785145691103,6.848980116538035,7.540590174844171
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,39,7.185056602354388,6.850658907901257,7.519454296807519
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,40,7.1755656707017454,6.850600697243482,7.500530644160009
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,41,7.166312350733177,6.848919674093072,7.483705027373283
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,42,7.157296642448682,6.84575611104327,7.468837173854094
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,43,7.148518545848261,6.841271914551055,7.455765177145467
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,44,7.139978060931912,6.835643667896774,7.444312453967051
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,45,7.131675187699638,6.829055309491047,7.434295065908228
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,46,7.123609926151436,6.821690667121965,7.425529185180906
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,47,7.115782276287308,6.813726419846724,7.417838132727892
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,48,7.108192238107254,6.805327215516938,7.41105726069757
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,49,7.100839811611273,6.7966407893468315,7.405038833875715
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,50,7.0937249967993665,6.787796039182783,7.39965395441595
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,51,7.086847793671533,6.778900951614086,7.394794635728979
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,52,7.080208202227772,6.770041998413637,7.390374406041907
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,53,7.073806222468085,6.761284429994143,7.386328014942027
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,54,7.0676418543924715,6.75267213287221,7.382611575912733
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,55,7.061715098000931,6.744229109418471,7.379201086583391
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,56,7.0560259532934655,6.735958984021023,7.376092922565908
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,57,7.050574420270072,6.727847075261117,7.373301765279027
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,58,7.045360498930753,6.719859988317115,7.370861009544392
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,59,7.040384189275508,6.711947224088423,7.368821154462593
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,60,7.035645491304335,6.704042043209482,7.367248939399188
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,61,7.031144405017236,6.6960621160867575,7.366226693947715
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,62,7.026880930414211,6.687911562731203,7.365850298097219
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,63,7.022855067495258,6.679482108687886,7.36622802630263
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,64,7.01906681626038,6.670655748387449,7.367477884133311
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,65,7.015516176709575,6.661306938308436,7.369725415110714
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,66,7.012203148842843,6.651305435678928,7.373100862006758
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,67,7.009127732660185,6.640519994295973,7.377735471024398
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,68,7.006289928161601,6.62882155947964,7.3837582968435616
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,69,7.0036897353470895,6.616086644513041,7.391292826181138
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,70,7.001327154216652,6.602200564658788,7.4004537437745155
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,71,6.999202184770287,6.587059834429251,7.411344535111324
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,72,6.997314827007997,6.570574389202598,7.424055264813395
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,73,6.995665080929779,6.552668661964206,7.438661499895352
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,74,6.994252946535636,6.533281858303757,7.455224034767515
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,75,6.993078423825565,6.512367543840155,7.473789303810976
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,76,6.992141512799569,6.489892768399706,7.494390257199432
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,77,6.9914422134576455,6.4658365606131305,7.51704786630216
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,78,6.990980525799796,6.4401885641276015,7.541772487471991
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,79,6.99075644982602,6.412946877540987,7.568566022111053
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,80,6.990769985536316,6.384116047725512,7.59742392334712
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,81,6.991021132930687,6.3537069284477665,7.628335337413607
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,82,6.991509892009131,6.321733195095805,7.661286588922457
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,83,6.992236262771649,6.288211830043978,7.69626069549932
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,84,6.99320024521824,6.253161021506723,7.7332394689297566
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,85,6.994401839348905,6.216600322659577,7.772203356038233
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,18,3.099205335060249,1.6781442686420576,4.52026640147844
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,19,3.1074411259691717,1.7604711931051211,4.454411058833222
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,20,3.1154092341761417,1.8400835031392584,4.390734965213025
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,21,3.1231096596811576,1.9169490052593812,4.329270314102934
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,22,3.130542402484219,1.9910298717518176,4.270054933216621
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,23,3.137707462585329,2.062284385226956,4.213130539943702
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,24,3.144604839984484,2.130665119286551,4.158544560682417
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,25,3.1512345346816857,2.196117841513088,4.106351227850284
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,26,3.157596546676934,2.258583713995069,4.0566093793587985
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,27,3.163690875970228,2.3179959151517737,4.009385836788683
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,28,3.1695175225615695,2.3742800625231433,3.964754982599996
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,29,3.1750764864509566,2.4273569582713796,3.9227960146305336
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,30,3.18036776763839,2.477141480429718,3.8835940548470624
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,31,3.185391366123871,2.523543444874522,3.847239287373219
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,32,3.1901472819073975,2.566474613596122,3.813819950218673
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,33,3.194635514988971,2.6058479375108075,3.7834230924671344
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,34,3.1988560653685902,2.641589432043756,3.756122698693424
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,35,3.202808933046256,2.6736426521693155,3.731975213923196
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,36,3.206494118021969,2.701978508264484,3.711009727779454
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,37,3.209911620295727,2.7266081325514,3.693215108040054
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,38,3.213061439867533,2.7475893292078153,3.6785335505272503
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,39,3.2159435767373843,2.765034988876497,3.666852164598271
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,40,3.2185580309052826,2.779115303455206,3.6580007583553593
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,41,3.2209048023712272,2.79005516677095,3.651754437971504
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,42,3.222983891135218,2.7981258407027845,3.647841941567652
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,43,3.224795297197256,2.80363215725483,3.645958437139682
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,44,3.2263390205573397,2.80689733103288,3.6457807100817994
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,45,3.2276150612154697,2.8082472084483756,3.646982913982564
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,46,3.2286234191716465,2.807996589515352,3.649250248827941
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,47,3.2293640944258697,2.8064376309807937,3.6522905578709457
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,48,3.229837086978139,2.803832632867997,3.655841541088282
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,49,3.2300423968284555,2.8004085598688113,3.6596762337881
