outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high,employment_clean
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,22,NA,NA,6.647835155261225,2.5230652282689325,10.772605082253516,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,22,NA,NA,4.392969516123265,0.6940982157423821,8.091840816504147,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,22,NA,NA,9.48086557353414,4.528107751612304,14.433623395455976,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,22,NA,NA,7.766162919660817,7.076757544638599,8.455568294683037,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,22,NA,NA,5.906460338617911,4.646778636499319,7.166142040736502,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,22,NA,NA,7.405196416257734,6.461146847656965,8.349245984858502,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,22,NA,NA,8.8064200139814,7.643260700416777,9.969579327546024,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,23,NA,NA,8.01966181078147,7.285263363766537,8.754060257796402,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,23,NA,NA,6.733192131881613,2.908283543819894,10.558100719943331,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,23,NA,NA,4.588398395907088,1.1769707790861546,7.999826012728022,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,23,NA,NA,9.352891602527428,4.75278990585121,13.952993299203648,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,23,NA,NA,7.75303281600921,7.113788539245259,8.392277092773162,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,23,NA,NA,5.988843903577957,4.824262115933229,7.153425691222684,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,23,NA,NA,7.404085252678682,6.534571808552703,8.273598696804662,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,23,NA,NA,8.722095273283108,7.637694702380194,9.80649584418602,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,24,NA,NA,7.96218321823059,7.283463601436963,8.640902835024216,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,24,NA,NA,6.817469733836106,3.2891762840432235,10.345763183628987,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,24,NA,NA,4.782316468907759,1.654644350149039,7.909988587666477,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,24,NA,NA,9.225642579827795,4.974189477782977,13.477095681872614,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,24,NA,NA,7.739932102948978,7.149109922682092,8.330754283215864,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,24,NA,NA,6.070726117830479,4.998400895921,7.143051339739959,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,24,NA,NA,7.4029329623649645,6.6039067517965275,8.201959172933401,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,24,NA,NA,8.63837036209399,7.629950734119377,9.646789990068603,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,25,NA,NA,7.905359454151639,7.281018102325891,8.529700805977386,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,25,NA,NA,6.900201316091341,3.664068443320109,10.136334188862572,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,25,NA,NA,4.9740705694507374,2.125154087584357,7.822987051317118,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,25,NA,NA,9.09943192165449,5.191199857136526,13.007663986172457,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,25,NA,NA,7.726873486886827,7.182300121039523,8.271446852734131,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,25,NA,NA,6.151890232895982,5.168200618677704,7.13557984711426,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,25,NA,NA,7.401721765034095,6.668091762953181,8.135351767115008,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,25,NA,NA,8.555504604141161,7.619648711644256,9.491360496638066,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,26,NA,NA,7.849388169618708,7.277801307782496,8.42097503145492,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,26,NA,NA,6.980920233613952,4.031252795907346,9.93058767132056,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,26,NA,NA,5.163007531861483,2.5864453925175157,7.739569671205451,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,26,NA,NA,8.974573044226766,5.402660736231816,12.546485352221715,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,26,NA,NA,7.71386967422946,7.2129057812916,8.21483356716732,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,26,NA,NA,6.232119500294968,5.332589281478658,7.131649719111278,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,26,NA,NA,7.400433880403582,6.725958293581541,8.074909467225623,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,26,NA,NA,8.47375732315174,7.606372389942256,9.341142256361223,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,27,NA,NA,7.794467015705894,7.2736590767115326,8.315274954700255,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,27,NA,NA,7.0591598413705805,4.388978508455063,9.729341174286098,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,27,NA,NA,5.34847419046546,3.0363368604720544,7.660611520458865,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,27,NA,NA,8.851379363763876,5.607340859145584,12.095417868382167,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,27,NA,NA,7.700933371383588,7.240444815031816,8.16142192773536,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,27,NA,NA,6.311197171547942,5.490408340726712,7.131986002369172,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,27,NA,NA,7.399051528190939,6.776269101299656,8.021833955082222,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,27,NA,NA,8.393387842852853,7.58968014470393,9.197095541001776,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,28,NA,NA,7.740793643487289,7.268403453164925,8.213183833809653,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,28,NA,NA,7.134453494327857,4.735434431496772,9.53347255715894,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,28,NA,NA,5.529817379588125,3.4724628768408334,7.587171882335417,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,28,NA,NA,8.73016429648507,5.803904768139427,11.656423824830712,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,28,NA,NA,7.688077284755909,7.264417481202951,8.111737088308868,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,28,NA,NA,6.3889064981754045,5.640414228254249,7.13739876809656,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,28,NA,NA,7.397556928113676,6.817808396671237,7.977305459556116,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,28,NA,NA,8.314655486971608,7.569124946299291,9.060186027643924,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,29,NA,NA,7.688565704036988,7.261803551506385,8.115327856567593,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,29,NA,NA,7.20633454745242,5.068724560118605,9.343944534786235,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,29,NA,NA,5.706383933554938,3.892188813021233,7.5205790540886435,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,29,NA,NA,8.611241258609603,5.990883595528809,11.231598921690397,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,29,NA,NA,7.675314120753134,7.284330912257683,8.066297329248584,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,29,NA,NA,6.465030731697861,5.781302048201663,7.148759415194059,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,29,NA,NA,7.395932299889306,6.849564923092514,7.942299676686097,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,29,NA,NA,8.237819579235136,7.544288788572563,8.931350369897709,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,30,NA,NA,7.637980848429088,7.253579349398772,8.022382347459406,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,30,NA,NA,7.27433635571091,5.386830878721971,9.16184183269985,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,30,NA,NA,5.8775206866913665,4.292479796878059,7.462561576504674,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,30,NA,NA,8.494923666356728,6.166615699958038,10.823231632755418,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,30,NA,NA,7.662656585781968,7.299746015685884,8.025567155878052,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,30,NA,NA,6.53935312363582,5.911769430357914,7.166936816913726,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,30,NA,NA,7.394159863235343,6.870951495454971,7.917368231015715,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,30,NA,NA,8.163139443370554,7.514844764608223,8.811434122132885,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,31,NA,NA,7.589236727737683,7.243400997836202,7.935072457639164,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,31,NA,NA,7.33799227406996,5.687558041594614,8.988426506545306,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,31,NA,NA,6.0425744733228655,4.669711108004317,7.415437838641414,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,31,NA,NA,8.381524935945697,6.32917047189694,10.433879399994453,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,31,NA,NA,7.650117386249117,7.310341684757786,7.989893087740448,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,31,NA,NA,6.611656925509782,6.030642396167177,7.192671454852387,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,31,NA,NA,7.392221837869296,6.882038407934833,7.902405267803759,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,31,NA,NA,8.09087440310498,7.480635985634841,8.70111282057512,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,32,NA,NA,7.542530993036864,7.230901683668751,7.854160302404976,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,32,NA,NA,7.3968356574962035,5.9684515259570885,8.82521978903532,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,32,NA,NA,6.200892127774894,5.0194079052793725,7.382376350270416,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,32,NA,NA,8.271358483595764,6.476246538506404,10.066470428685124,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,32,NA,NA,7.637709228561282,7.315999930691092,7.959418526431472,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,32,NA,NA,6.6817253888402455,6.137067091481704,7.226383686198787,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,32,NA,NA,7.3901004435086755,6.8836593387739144,7.8965415482434365,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,32,NA,NA,8.021283782165535,7.441766498851276,8.600801065479793,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,33,NA,NA,7.498061295400729,7.21571464506015,7.780407945741307,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,33,NA,NA,7.450399860956285,6.226675676736097,8.674124045176473,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,33,NA,NA,6.351820484372917,5.335977519464164,7.36766344928167,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,33,NA,NA,8.164737725526178,6.605033820870029,9.724441630182328,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,33,NA,NA,7.625444819125175,7.316878486965351,7.934011151284999,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,33,NA,NA,6.749341765147721,6.230735677708466,7.267947852586976,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,33,NA,NA,7.387777899870998,6.8773163957593955,7.8982394039826,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,33,NA,NA,7.95462690427934,7.398687584748227,8.510566223810452,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,34,NA,NA,7.456025285903368,7.197557830820497,7.714492740986239,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,34,NA,NA,7.498218239416829,6.458853501490465,8.537582977343193,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,34,NA,NA,6.494706377442391,5.612694498180779,7.376718256704003,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,34,NA,NA,8.061976077956196,6.712088521161312,9.41186363475108,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,34,NA,NA,7.613336864347495,7.313446554771978,7.913227173923013,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,34,NA,NA,6.814289305952711,6.312057878124912,7.31652073378051,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,34,NA,NA,7.385236426673769,6.864937038440687,7.905535814906851,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,34,NA,NA,7.891163093173512,7.352237090301299,8.430089096045725,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,35,NA,NA,7.416620615618881,7.176360135734611,7.656881095503151,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,35,NA,NA,7.539824147844486,6.660903355374201,8.418744940314772,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,35,NA,NA,6.628896641308781,5.842605932663917,7.415187349953646,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,35,NA,NA,7.963386957105069,6.79331081089288,9.133463103317258,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,35,NA,NA,7.601398070634954,7.306455630778244,7.896340510491665,Retired
