outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,6.459207946864729,1.8187235447453385,-1.216061238922235,4.853508328412912
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,6.605346003558509,1.8682235938265328,-1.1665393238199362,4.902986511473001
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,6.7351365723380034,1.9121864031741576,-1.1225580320525688,4.946930838400885
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,6.859834486474152,1.9544242227381332,-1.080303354576925,4.989151800053191
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,6.967571319614947,1.9909169656209584,-1.043796788075446,5.025630719317363
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,7.075686206559973,2.0275377633191276,-1.0071626664998563,5.0622381931381115
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,7.182700255095965,2.0637856837770325,-0.970902211070094,5.098473578624159
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,7.287388445381117,2.099245786878,-0.9354304571018456,5.133922030857845
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,7.395887522023529,2.1359967177482355,-0.8986679978909566,5.170661433387428
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,7.505835134035159,2.1732382981692746,-0.8614154640923837,5.2078920604309324
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,7.610595491792434,2.208722845918631,-0.8259210919594833,5.243366783796745
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,7.7210870150849695,2.2461486605885015,-0.7884856369595465,5.28078295813655
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,7.8430641727644765,2.287464902425301,-0.7471594341535557,5.322089239004158
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,7.967784923712417,2.3297104573001883,-0.7049044747364048,5.3643253893367815
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,8.121732232125503,2.381855665022044,-0.652748973115906,5.416460303159994
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,8.291629875031212,2.439403588217945,-0.5951911146567133,5.473998291092603
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,8.491572169469457,2.507128270015502,-0.5274567534748655,5.541713293505871
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,duration_covariate_main,NA,NA,NA,NA,NA,NA,NA,8.777316709666804,2.6039159862644627,-0.43065898179703765,5.638490954325963
