outcome,outcome_type,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high,batch
midpoint,ClockTime,primary,month_main,NA,NA,NA,06,NA,NA,2.7908500068055657,-0.4363503126745649,6.018050326285696,pooled
midpoint,ClockTime,primary,month_main,NA,NA,NA,07,NA,NA,2.780700748741496,-0.4462712098843915,6.007672707367384,pooled
midpoint,ClockTime,primary,month_main,NA,NA,NA,08,NA,NA,2.785079223735182,-0.44159703155629026,6.011755479026654,pooled
midpoint,ClockTime,primary,month_main,NA,NA,NA,09,NA,NA,2.760201604498078,-0.4660310160528307,5.986434225048987,pooled
midpoint,ClockTime,primary,month_main,NA,NA,NA,10,NA,NA,2.767171635559018,-0.45883563163837016,5.993178902756407,pooled
midpoint,ClockTime,primary,month_main,NA,NA,NA,11,NA,NA,2.7764269624086855,-0.4495221742337798,6.002376099051151,pooled
midpoint,ClockTime,primary,month_main,NA,NA,NA,12,NA,NA,2.733396971097972,-0.4925838691521527,5.959377811348097,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,01,NA,NA,7.238589242196617,3.4915575194232433,10.98562096496999,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,02,NA,NA,7.263181641997131,3.5158625812522644,11.010500702741997,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,03,NA,NA,7.258845730736576,3.5119171055151592,11.005774355957993,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,04,NA,NA,7.264621892106269,3.5177672108632088,11.011476573349327,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,05,NA,NA,7.2611797743916275,3.5138573584783104,11.008502190304943,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,06,NA,NA,7.284757945648631,3.536977658013579,11.032538233283685,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,07,NA,NA,7.280124905469999,3.532601974175673,11.027647836764324,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,08,NA,NA,7.279419371843005,3.5322304198344465,11.026608323851564,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,09,NA,NA,7.24946197495621,3.502791274173459,10.99613267573896,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,10,NA,NA,7.271136628718475,3.5247340790001087,11.01753917843684,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,11,NA,NA,7.280503007065028,3.534171711698854,11.026834302431205,pooled
offset,ClockTime,primary,month_main,NA,NA,NA,12,NA,NA,7.217517312742079,3.47115998191078,10.963874643573378,pooled
duration,Duration,primary,month_main,NA,NA,NA,01,NA,NA,9.336341014298394,7.239601826484845,11.433080202111944,pooled
duration,Duration,primary,month_main,NA,NA,NA,02,NA,NA,9.349319074483708,7.252424901401808,11.446213247565607,pooled
duration,Duration,primary,month_main,NA,NA,NA,03,NA,NA,9.369132743767125,7.272457497008532,11.465807990525718,pooled
duration,Duration,primary,month_main,NA,NA,NA,04,NA,NA,9.371061935185862,7.274406671157342,11.467717199214382,pooled
duration,Duration,primary,month_main,NA,NA,NA,05,NA,NA,9.36142471999632,7.264478020328853,11.458371419663788,pooled
duration,Duration,primary,month_main,NA,NA,NA,06,NA,NA,9.352772594945636,7.255505385793187,11.450039804098084,pooled
duration,Duration,primary,month_main,NA,NA,NA,07,NA,NA,9.347708043991029,7.250538861790746,11.444877226191307,pooled
duration,Duration,primary,month_main,NA,NA,NA,08,NA,NA,9.363974610927675,7.26693750328276,11.46101171857259,pooled
duration,Duration,primary,month_main,NA,NA,NA,09,NA,NA,9.355255610126047,7.258526430993356,11.45198478925874,pooled
duration,Duration,primary,month_main,NA,NA,NA,10,NA,NA,9.359585405885758,7.26304356308213,11.456127248689386,pooled
duration,Duration,primary,month_main,NA,NA,NA,11,NA,NA,9.359244135209002,7.262763450401342,11.455724820016664,pooled
duration,Duration,primary,month_main,NA,NA,NA,12,NA,NA,9.339212935808517,7.242778504501198,11.435647367115836,pooled
