outcome,outcome_type,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high,batch
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,45,3.2128989305034605,2.873849346511764,3.551948514495157,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,46,3.2128267434031987,2.8844912460925363,3.541162240713861,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,47,3.2119502165354823,2.8959322407496706,3.527968192321294,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,48,3.2103526182052446,2.906829199946185,3.513876036464304,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,49,3.208117216717419,2.915740337556022,3.500494095878816,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,50,3.205327280376938,2.9212977343913344,3.489356826362542,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,51,3.202066077488736,2.9224465136961513,3.481685641281321,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,52,3.198416876357746,2.918698662139558,3.478135090575934,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,53,3.194462945288902,2.91028638825678,3.4786395023210237,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,54,3.1902875525871357,2.8981298037325764,3.482445301441695,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,55,3.185973966557382,2.8836358211264614,3.4883121119883023,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,56,3.1816044072327365,2.868429296961987,3.494779517503486,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,57,3.177225400443663,2.853825865028268,3.500624935859058,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,58,3.1728398344156368,2.840511684042928,3.5051679847883457,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,59,3.168447940288264,2.828845213018225,3.508050667558303,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,60,3.164049949201153,2.818953330722824,3.5091465676794824,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,61,3.15964609229391,2.810785327336106,3.508506857251713,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,62,3.155236600706141,2.804146869145906,3.506326332266376,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,63,3.1508217055774557,2.798720461187557,3.5029229499673544,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,64,3.14640163804746,2.7940788684767406,3.498724407618179,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,65,3.1419766292557596,2.7896942518961008,3.4942590066154184,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,66,3.137546910341963,2.78495122204668,3.490142598637246,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,67,3.133112712445678,2.7791666801067687,3.4870587447845875,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,68,3.1286742667065104,2.771619407798822,3.4857291256141987,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,69,3.124231804264068,2.761597138884114,3.4868664696440224,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,70,3.1197855562579573,2.7484494694000414,3.491121643115873,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,71,3.115335753827786,2.7316456886884963,3.4990258189670755,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,72,3.110882628113161,2.7108168091288207,3.5109484470975016,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,73,3.106426410253689,2.6857753058620517,3.5270775146453266,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,74,3.1019673313889786,2.6565100516315,3.547424611146458,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,75,3.0975056226586344,2.623154727893468,3.5718565174238006,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,76,3.093041515202266,2.5859520458979968,3.6001309845065355,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,77,3.088575240159479,2.5452103230582828,3.6319401572606753,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,78,3.084107028669881,2.5012730206724014,3.6669410366673607,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,79,3.0796371118730788,2.4544934096958486,3.704780814050309,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,80,3.0751657209086805,2.4052210204319193,3.7451104213854416,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,81,3.0706930869162914,2.3537896466247292,3.7875965272078536,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,82,3.0662194410355195,2.3005178047568107,3.831921077314228,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,83,3.0617450144059735,2.2457043208047547,3.877785708007192,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,84,3.0572700381672577,2.189629855258538,3.9249102210759776,pooled
midpoint,ClockTime,primary,age_main,NA,NA,NA,NA,NA,85,3.0527947434589815,2.1325612125542732,3.9730282743636898,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,18,7.059796132468,5.222353917673662,8.897238347262338,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,19,7.048636716985728,5.316189137465289,8.781084296506165,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,20,7.037477301503453,5.409525536983988,8.665429066022918,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,21,7.026318066533309,5.502256078601375,8.550380054465244,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,22,7.015171790401384,5.594142311213384,8.436201269589384,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,23,7.004071868195031,5.684741452927845,8.323402283462217,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,24,6.9930536023184375,5.773567524327588,8.212539680309288,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,25,6.98215229517579,5.860103884235367,8.104200706116211,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,26,6.9714032491712725,5.943789412000358,7.999017086342187,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,27,6.960841766709078,6.024009434550678,7.897674098867478,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,28,6.950503150193389,6.100086546949643,7.800919753437134,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,29,6.9404227020283935,6.171260468564309,7.709584935492478,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,30,6.930635724618279,6.236683949121415,7.624587500115142,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,31,6.921177520367233,6.295421524299326,7.54693351643514,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,32,6.912083391679443,6.346481472102701,7.477685311256184,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,33,6.9033886409590925,6.388899695645695,7.41787758627249,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,34,6.895128570610372,6.421896326916973,7.368360814303771,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,35,6.887338483037466,6.445118697677129,7.329558268397802,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,36,6.880053680644565,6.458887709161121,7.301219652128009,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,37,6.8733094658358524,6.464336829416099,7.282282102255606,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,38,6.867141141015517,6.463316269969675,7.270966012061359,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,39,6.861584008587745,6.458100495480401,7.26506752169509,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,40,6.856673370956725,6.451033242035518,7.262313499877932,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,41,6.852444530526643,6.44425224601257,7.260636815040717,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,42,6.848932789701685,6.439546649114559,7.258318930288811,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,43,6.846173450886039,6.438299987765852,7.254046914006226,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,44,6.844201816483892,6.441477934729778,7.246925698238006,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,45,6.843031184944873,6.449485818506122,7.236576551383624,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,46,6.842517078705338,6.461428780257977,7.223605377152699,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,47,6.842446157607434,6.475682976432959,7.209209338781908,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,48,6.842604794461979,6.4903755919864174,7.19483399693754,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,49,6.842779362079794,6.503519142391134,7.1820395817684535,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,50,6.842756233271699,6.513210950541891,7.172301516001507,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,51,6.842321780848516,6.51791222861167,7.1667313330853615,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,52,6.841262377621064,6.516742776291781,7.1657819789503465,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,53,6.839364396400163,6.509662533624378,7.169066259175948,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,54,6.8364142099966365,6.49743202492088,7.175396395072393,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,55,6.832198191221301,6.481377624306105,7.183018758136497,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,56,6.82650608866995,6.463083518220735,7.189928659119165,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,57,6.819242598176755,6.4439319715435905,7.19455322480992,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,58,6.8104529432194125,6.4247619227630866,7.1961439636757385,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,59,6.800190903978385,6.406043583029599,7.194338224927171,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,60,6.788510260634142,6.387979960079866,7.189040561188419,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,61,6.7754647933671475,6.370565179064254,7.180364407670041,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,62,6.761108282357869,6.3536270083946524,7.168589556321085,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,63,6.745494507786772,6.336851902405781,7.154137113167763,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,64,6.7286772498343215,6.319795462447131,7.137559037221512,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,65,6.710710288680984,6.301899419038318,7.119521158323649,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,66,6.691647404507227,6.28250237507698,7.100792433937475,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,67,6.671542377493515,6.260863462969656,7.082221292017374,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,68,6.6504489878203135,6.236197464978287,7.06470051066234,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,69,6.628421015668092,6.207729583576773,7.049112447759411,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,70,6.605512241217312,6.1747561956006924,7.0362682868339315,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,71,6.581776444648441,6.13671289051436,7.026839998782522,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,72,6.557267406141947,6.093222600153288,7.021312212130606,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,73,6.532038905878294,6.044120781196396,7.019957030560192,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,74,6.506144724037949,5.989446540355117,7.02284290772078,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,75,6.479638640801377,5.929410051186383,7.029867230416371,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,76,6.452574436349044,5.864345584617572,7.040803288080516,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,77,6.425005890861418,5.794666446229545,7.055345335493291,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,78,6.396986784518964,5.720825109184089,7.073148459853838,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,79,6.3685708975021464,5.643286634625422,7.093855160378871,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,80,6.339812009991433,5.562509606141335,7.117114413841531,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,81,6.31076390216729,5.478936946721047,7.142590857613532,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,82,6.281480354210182,5.3929917162860574,7.169968992134307,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,83,6.252015146300576,5.305074916099957,7.198955376501195,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,84,6.222422058618937,5.215567108150546,7.229277009087328,pooled
offset,ClockTime,primary,age_main,NA,NA,NA,NA,NA,85,6.192754871345733,5.124830001395752,7.260679741295714,pooled
