outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,06,NoDST,NA,NA,NA,7.397323016318242,3.597545455546312,11.197100577090172
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,07,DST,NA,NA,NA,7.280124905469999,3.532601974175673,11.027647836764324
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,07,NoDST,NA,NA,NA,7.39268997613961,3.593195161359292,11.192184790919928
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,08,DST,NA,NA,NA,7.279419371843005,3.5322304198344465,11.026608323851564
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,08,NoDST,NA,NA,NA,7.391984442512616,3.5928319152256503,11.19113696979958
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,09,DST,NA,NA,NA,7.24946197495621,3.502791274173459,10.99613267573896
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,09,NoDST,NA,NA,NA,7.362027045625821,3.5633754214966027,11.16067866975504
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,10,DST,NA,NA,NA,7.271136628718475,3.5247340790001087,11.01753917843684
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,10,NoDST,NA,NA,NA,7.383701699388085,3.5853128295523637,11.182090569223806
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,11,DST,NA,NA,NA,7.280503007065028,3.534171711698854,11.026834302431205
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,11,NoDST,NA,NA,NA,7.393068077734639,3.5947489982691083,11.191387157200168
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,12,DST,NA,NA,NA,7.217517312742079,3.47115998191078,10.963874643573378
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,12,NoDST,NA,NA,NA,7.33008238341169,3.531730143534043,11.128434623289335
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,01,DST,NA,NA,NA,-1.6737528932358008,-4.657892479627795,1.3103866931561932
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,01,NoDST,NA,NA,NA,-1.4821674923253845,-4.5077792736079125,1.5434442889571438
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,02,DST,NA,NA,NA,-1.663495179904423,-4.647865349918531,1.3208749901096843
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,02,NoDST,NA,NA,NA,-1.4719097789940063,-4.497738807359223,1.5539192493712102
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,03,DST,NA,NA,NA,-1.6709323361957693,-4.65499188918821,1.3131272167966717
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,03,NoDST,NA,NA,NA,-1.4793469352853528,-4.5048612984237355,1.5461674278530304
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,04,DST,NA,NA,NA,-1.6745743170379148,-4.658569855197916,1.309421221122086
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,04,NoDST,NA,NA,NA,-1.4829889161274985,-4.508447641055733,1.5424698088007365
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,05,DST,NA,NA,NA,-1.6583917274200612,-4.642752424116661,1.325968969276538
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,05,NoDST,NA,NA,NA,-1.4668063265096447,-4.492636766021442,1.5590241130021525
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,06,DST,NA,NA,NA,-1.6326509813814285,-4.61736162120655,1.3520596584436937
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,06,NoDST,NA,NA,NA,-1.441065580471012,-4.4672442849453695,1.5851131240033458
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,07,DST,NA,NA,NA,-1.6435418884096382,-4.628037488208742,1.3409537113894654
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,07,NoDST,NA,NA,NA,-1.4519564874992217,-4.477901951117389,1.5739889761189458
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,08,DST,NA,NA,NA,-1.6369459303863687,-4.62116341987139,1.3472715590986524
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,08,NoDST,NA,NA,NA,-1.4453605294759522,-4.471022644576241,1.5803015856243363
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,09,DST,NA,NA,NA,-1.669443817491666,-4.653252504538523,1.3143648695551904
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,09,NoDST,NA,NA,NA,-1.4778584165812496,-4.503125123150182,1.547408289987683
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,10,DST,NA,NA,NA,-1.663811416480895,-4.647414851156535,1.3197920181947445
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,10,NoDST,NA,NA,NA,-1.4722260155704785,-4.497290796765668,1.5528387656247111
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,11,DST,NA,NA,NA,-1.6620980817603872,-4.6456495979609915,1.321453434440217
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,11,NoDST,NA,NA,NA,-1.4705126808499709,-4.495524705188483,1.5544993434885417
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,12,DST,NA,NA,NA,-1.6806013076361928,-4.664187481415994,1.3029848661436088
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_dst,NA,NA,NA,12,NoDST,NA,NA,NA,-1.4890159067257762,-4.514066966996207,1.536035153544655
