outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high,SE,df
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,3.53084175676376,NA,NA,0.0891398224968047,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,3.52448439141676,NA,NA,0.0892004811295927,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,3.53207666856981,NA,NA,0.0896332184985515,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,3.53807172567174,NA,NA,0.0897858711753332,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,06,NA,NA,NA,3.55780366232473,NA,NA,0.0897367547046899,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,07,NA,NA,NA,3.54765440426066,NA,NA,0.0897099258348424,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,08,NA,NA,NA,3.55203287925435,NA,NA,0.0899091107302956,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,09,NA,NA,NA,3.52715526001724,NA,NA,0.0901011795490012,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,10,NA,NA,NA,3.53412529107818,NA,NA,0.0899094794991788,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,11,NA,NA,NA,3.54338061792785,NA,NA,0.0896950335991471,Inf
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,12,NA,NA,NA,3.50035062661714,NA,NA,0.0894295034252813,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,01,NA,NA,NA,7.19222639644103,NA,NA,0.103718431570743,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,7.21681879624154,NA,NA,0.103529835580075,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,7.21248288498099,NA,NA,0.103593702979367,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,7.21825904635068,NA,NA,0.104110049623744,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,7.21481692863604,NA,NA,0.104286043225024,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,06,NA,NA,NA,7.23839509989304,NA,NA,0.104237852976832,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,07,NA,NA,NA,7.23376205971441,NA,NA,0.104213669173851,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,08,NA,NA,NA,7.23305652608742,NA,NA,0.104461971276535,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,09,NA,NA,NA,7.20309912920062,NA,NA,0.104691019122121,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,10,NA,NA,NA,7.22477378296289,NA,NA,0.104461898113532,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,11,NA,NA,NA,7.23414016130944,NA,NA,0.104205698685027,Inf
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,12,NA,NA,NA,7.17115446698649,NA,NA,0.103877082733677,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,01,NA,NA,NA,-0.157552537505932,NA,NA,0.0825906298382815,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,-0.147294824174554,NA,NA,0.0824424034413788,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,-0.1547319804659,NA,NA,0.0825017013141631,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,-0.158373961308046,NA,NA,0.0828950475102025,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,-0.142191371690192,NA,NA,0.0830368424422415,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,06,NA,NA,NA,-0.116450625651559,NA,NA,0.0829870545384914,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,07,NA,NA,NA,-0.127341532679769,NA,NA,0.0829588107917236,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,08,NA,NA,NA,-0.120745574656499,NA,NA,0.0831346326175821,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,09,NA,NA,NA,-0.153243461761797,NA,NA,0.083309316083195,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,10,NA,NA,NA,-0.147611060751026,NA,NA,0.0831352612744646,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,11,NA,NA,NA,-0.145897726030518,NA,NA,0.0829404909823116,Inf
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,12,NA,NA,NA,-0.164400951906324,NA,NA,0.0827049507724804,Inf
