batch,strata,series,difference
base,Overall | Employed For Wages | Weekday | AllDST,Direct Midpoint Model,-0.01105617828873306
dst,Overall | Employed For Wages | Weekday | NoDST,Direct Midpoint Model,-0.01355589665764789
dst,Overall | Employed For Wages | Weekday | NoDST,Midpoint Model Adjusted for Duration,-0.21454337147164537
dst,Overall | Employed For Wages | Weekend | DST,Direct Midpoint Model,0.16691688362194235
dst,Overall | Employed For Wages | Weekend | DST,Midpoint Model Adjusted for Duration,-0.02208643860804038
dst,Overall | Employed For Wages | Weekend | NoDST,Direct Midpoint Model,0.18939639615758352
dst,Overall | Employed For Wages | Weekend | NoDST,Midpoint Model Adjusted for Duration,0.00662620413767278
dst,Overall | Homemaker | Weekday | DST,Direct Midpoint Model,0.1189180418176008
dst,Overall | Homemaker | Weekday | DST,Midpoint Model Adjusted for Duration,-1.155216618551659
dst,Overall | Homemaker | Weekday | NoDST,Direct Midpoint Model,0.13640837036080988
dst,Overall | Homemaker | Weekday | NoDST,Midpoint Model Adjusted for Duration,-1.206975021679071
dst,Overall | Homemaker | Weekend | DST,Direct Midpoint Model,0.3388609331513166
dst,Overall | Homemaker | Weekend | DST,Midpoint Model Adjusted for Duration,-0.9283638682170104
dst,Overall | Homemaker | Weekend | NoDST,Direct Midpoint Model,0.3613404456869578
dst,Overall | Homemaker | Weekend | NoDST,Midpoint Model Adjusted for Duration,-0.8996512254712972
dst,Overall | Out Of Work Less Than One | Weekday | DST,Direct Midpoint Model,-0.3554713131154408
dst,Overall | Out Of Work Less Than One | Weekday | DST,Midpoint Model Adjusted for Duration,2.1174314430246284
dst,Overall | Out Of Work Less Than One | Weekday | NoDST,Direct Midpoint Model,-0.33798098457223347
dst,Overall | Out Of Work Less Than One | Weekday | NoDST,Midpoint Model Adjusted for Duration,2.0656730398972165
dst,Overall | Out Of Work Less Than One | Weekend | DST,Direct Midpoint Model,-0.16714027517124563
dst,Overall | Out Of Work Less Than One | Weekend | DST,Midpoint Model Adjusted for Duration,2.2255361308462156
dst,Overall | Out Of Work Less Than One | Weekend | NoDST,Direct Midpoint Model,-0.14466076263560623
dst,Overall | Out Of Work Less Than One | Weekend | NoDST,Midpoint Model Adjusted for Duration,2.254248773591925
dst,Overall | Out Of Work One Or More | Weekday | DST,Direct Midpoint Model,0.53086486356551
dst,Overall | Out Of Work One Or More | Weekday | DST,Midpoint Model Adjusted for Duration,-0.623890713708354
dst,Overall | Out Of Work One Or More | Weekday | NoDST,Direct Midpoint Model,0.5483551921087173
dst,Overall | Out Of Work One Or More | Weekday | NoDST,Midpoint Model Adjusted for Duration,-0.6756491168357659
dst,Overall | Out Of Work One Or More | Weekend | DST,Direct Midpoint Model,0.7500562039832062
dst,Overall | Out Of Work One Or More | Weekend | DST,Midpoint Model Adjusted for Duration,-0.3471818953379593
dst,Overall | Out Of Work One Or More | Weekend | NoDST,Direct Midpoint Model,0.7725357165188473
dst,Overall | Out Of Work One Or More | Weekend | NoDST,Midpoint Model Adjusted for Duration,-0.3184692525922497
dst,Overall | Retired | Weekday | DST,Direct Midpoint Model,-0.1664325898426
dst,Overall | Retired | Weekday | DST,Midpoint Model Adjusted for Duration,-0.6064268691469721
dst,Overall | Retired | Weekday | NoDST,Direct Midpoint Model,-0.1489422612993927
dst,Overall | Retired | Weekday | NoDST,Midpoint Model Adjusted for Duration,-0.658185272274384
dst,Overall | Retired | Weekend | DST,Direct Midpoint Model,0.03763893496073933
dst,Overall | Retired | Weekend | DST,Midpoint Model Adjusted for Duration,-0.4519604759498144
dst,Overall | Retired | Weekend | NoDST,Direct Midpoint Model,0.06011844749637873
dst,Overall | Retired | Weekend | NoDST,Midpoint Model Adjusted for Duration,-0.423247833204103
dst,Overall | Self Employed | Weekday | DST,Direct Midpoint Model,-0.352985064910353
dst,Overall | Self Employed | Weekday | DST,Midpoint Model Adjusted for Duration,-1.6886968879910107
dst,Overall | Self Employed | Weekday | NoDST,Direct Midpoint Model,-0.33549473636714566
dst,Overall | Self Employed | Weekday | NoDST,Midpoint Model Adjusted for Duration,-1.7404552911184226
dst,Overall | Self Employed | Weekend | DST,Direct Midpoint Model,-0.2004615035857089
dst,Overall | Self Employed | Weekend | DST,Midpoint Model Adjusted for Duration,-1.5238270402623044
dst,Overall | Self Employed | Weekend | NoDST,Direct Midpoint Model,-0.17798199105006773
dst,Overall | Self Employed | Weekend | NoDST,Midpoint Model Adjusted for Duration,-1.4951143975165948
dst,Overall | Student | Weekday | DST,Direct Midpoint Model,-0.0686742872602224
dst,Overall | Student | Weekday | DST,Midpoint Model Adjusted for Duration,1.0484505176871188
dst,Overall | Student | Weekday | NoDST,Direct Midpoint Model,-0.05118395871701509
dst,Overall | Student | Weekday | NoDST,Midpoint Model Adjusted for Duration,0.996692114559707
dst,Overall | Student | Weekend | DST,Direct Midpoint Model,0.1248277845860848
dst,Overall | Student | Weekend | DST,Midpoint Model Adjusted for Duration,1.188186989712829
dst,Overall | Student | Weekend | NoDST,Direct Midpoint Model,0.14730729712172597
dst,Overall | Student | Weekend | NoDST,Midpoint Model Adjusted for Duration,1.2168996324585422
dst,Overall | Unable To Work | Weekday | DST,Direct Midpoint Model,-3.749636675632786
dst,Overall | Unable To Work | Weekday | DST,Midpoint Model Adjusted for Duration,5.654068782607638
dst,Overall | Unable To Work | Weekday | NoDST,Direct Midpoint Model,-3.732146347089597
dst,Overall | Unable To Work | Weekday | NoDST,Midpoint Model Adjusted for Duration,5.602310379480187
dst,Overall | Unable To Work | Weekend | DST,Direct Midpoint Model,-3.651567323984001
dst,Overall | Unable To Work | Weekend | DST,Midpoint Model Adjusted for Duration,5.652474788820285
dst,Overall | Unable To Work | Weekend | NoDST,Direct Midpoint Model,-3.629087811448329
dst,Overall | Unable To Work | Weekend | NoDST,Midpoint Model Adjusted for Duration,5.681187431566002
