batch,analysis,employment_status,is_weekend_factor,dst_observes,onset_estimate,offset_estimate,derived_duration_hours,derived_midpoint_linear
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekday,DST,4.617762213730757,13.98017966533788,9.362417451607122,9.298970939534318
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekday,NoDST,4.5092154637713024,14.076113379217546,9.566897915446244,9.292664421494424
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekend,DST,5.206795183846417,14.326780423557397,9.11998523971098,9.766787803701906
dst,derived_duration_midpoint_main_grid,Out Of Work One Or More,Weekend,NoDST,5.16195544084181,14.32157963481136,9.159624193969549,9.741767537826584
dst,derived_duration_midpoint_main_grid,Retired,Weekday,DST,1.1564266527906764,9.685872963524512,8.529446310733837,5.421149808157595
dst,derived_duration_midpoint_main_grid,Retired,Weekday,NoDST,1.0478799028312218,9.78180667740418,8.733926774572959,5.414843290117702
dst,derived_duration_midpoint_main_grid,Retired,Weekend,DST,1.5638023443865965,9.97098970315991,8.407187358773314,5.767396023773253
dst,derived_duration_midpoint_main_grid,Retired,Weekend,NoDST,1.51896260138199,9.965788914413872,8.446826313031883,5.742375757897932
dst,derived_duration_midpoint_main_grid,Self Employed,Weekday,DST,-0.2695403111871451,12.125386778427975,12.39492708961512,5.927923233620414
dst,derived_duration_midpoint_main_grid,Self Employed,Weekday,NoDST,-0.3780870611466001,12.221320492307642,12.599407553454242,5.92161671558052
dst,derived_duration_midpoint_main_grid,Self Employed,Weekend,DST,0.10308197704739457,12.350090196857185,12.24700821980979,6.226586086952289
dst,derived_duration_midpoint_main_grid,Self Employed,Weekend,NoDST,0.05824223404278853,12.344889408111149,12.286647174068358,6.201565821076968
dst,derived_duration_midpoint_main_grid,Student,Weekday,DST,-0.16861847720268705,4.053461087097676,4.222079564300363,1.9424213049474943
dst,derived_duration_midpoint_main_grid,Student,Weekday,NoDST,-0.27716522716214165,4.149394800977343,4.426560028139485,1.9361147869076007
dst,derived_duration_midpoint_main_grid,Student,Weekend,DST,0.5402913109502168,4.6695398863104325,4.129248575360216,2.604915598630325
dst,derived_duration_midpoint_main_grid,Student,Weekend,NoDST,0.4954515679456109,4.664339097564395,4.168887529618784,2.5798953327550027
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekday,DST,-81.84889207183896,201.70446820339956,19.553360275238504,23.92778806578029
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekday,NoDST,-81.95743882179845,201.8004019172793,19.75784073907772,23.921481547740413
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekend,DST,-81.71623517267129,201.9664689403852,19.682704113056506,0.12511688385696118
dst,derived_duration_midpoint_main_grid,Unable To Work,Weekend,NoDST,-81.76107491567588,201.9612681516391,19.722343067314966,0.10009661798160609
