outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high,SE,df
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,12.4017335674423,8.14739193789923,16.6560751969853,2.14288799824982,94.7047309354453
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,12.1157464652439,7.59996081783035,16.6315321126574,2.25899335255127,61.9157171337735
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,14.8814192358494,9.86963382050868,19.8932046511901,2.52444387050669,94.8083239755736
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,12.2218606020038,5.86579007995582,18.577931124051705,3.20162875426277,94.9608196449865
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,06,NA,NA,NA,14.6548516667952,8.17231026004615,21.1373930735442,3.26525487092852,94.7835956875766
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,07,NA,NA,NA,10.902728282721,5.69881058442063,16.1066459810214,2.62109407609549,94.453916183816
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,08,NA,NA,NA,14.5042724734248,9.01570769352991,19.9928372533196,2.75831591478496,80.6304603031953
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,09,NA,NA,NA,11.1964308252809,6.35580890078278,16.037052749779,2.43806659617025,94.3235274566363
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,10,NA,NA,NA,12.7461042190929,7.82154606213071,17.6706623760551,2.48052063177773,94.8475623997322
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,11,NA,NA,NA,12.8319689131752,8.86075779733746,16.8031800290129,2.00029642374185,94.7767847280387
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,12,NA,NA,NA,8.17105091621012,2.94876528359881,13.3933365488214,2.63035603227775,94.4828458267207
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,01,NA,NA,NA,11.7976937039621,5.79896228280889,17.7964251251154,3.0210872363563,93.6504571219134
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,02,NA,NA,NA,12.3486121685184,7.68855695713815,17.0086673798987,2.34647457876704,92.3657165162383
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,03,NA,NA,NA,12.06262506632,7.0794013559544,17.0458487766856,2.47987050781238,49.1023172216959
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,04,NA,NA,NA,14.8282978369256,9.47752065486484,20.1790750189863,2.69507145936776,94.4745249625631
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,05,NA,NA,NA,12.1687392030799,5.52339790307561,18.8140805030842,3.34727094718446,94.8138348453409
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,06,NA,NA,NA,14.6017302678713,7.78846532098685,21.4149952147558,3.43163016892683,94.3368839741806
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,07,NA,NA,NA,10.8496068837972,5.30514185527309,16.3940719123212,2.79186879564857,92.5353465060846
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,08,NA,NA,NA,14.4511510745009,8.66431713805569,20.2379850109461,2.91206334410151,88.3066017734293
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,09,NA,NA,NA,11.143309426357,5.74678540990637,16.5398334428077,2.7173906890905,92.5773926305922
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,10,NA,NA,NA,12.6929828201691,7.3324505508625,18.0535150894756,2.70017856503872,94.9999128605407
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,11,NA,NA,NA,12.7788475142513,8.37161578861919,17.1860792398835,2.21981515521807,94.4327476998712
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,12,NA,NA,NA,8.11792951728627,2.27861680273454,13.957242231838,2.94065499040835,93.2973915601783
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,01,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,02,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,03,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,04,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,05,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,06,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,07,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,08,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,09,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Working,Weekday,NA,NA,NA,NA,NA,24.8607572802329,19.1585238556512,30.5629907048146,2.87161618866817,93.2820383499376
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Student,Weekday,NA,NA,NA,NA,NA,23.7454925736362,17.1450967115344,30.3458884357381,3.32191276162077,89.1706390377421
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Retired,Weekday,NA,NA,NA,NA,NA,26.0766719127056,20.2523281665232,31.901015658888,2.93371874223654,94.7783664794376
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Not Working,Weekday,NA,NA,NA,NA,NA,23.775547071213,20.4945489094844,27.0565452329417,1.65263087507236,94.7513381357912
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Working,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Student,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Retired,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Not Working,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Working,NA,NA,NA,NA,NA,NA,24.2526144784007,20.4448069615916,28.0604219952097,1.91457199248507,83.2946011539167
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Student,NA,NA,NA,NA,NA,NA,24.1131914962344,19.2693714873874,28.9570115050813,2.43736836481267,87.9185282163662
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Retired,NA,NA,NA,NA,NA,NA,24.323313997909,19.7688961866982,28.8777318091199,2.29392616194771,94.3597267590548
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Not Working,NA,NA,NA,NA,NA,NA,23.7957655135277,21.4802243469779,26.1113066800775,1.16637148115675,94.9967774772029
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_weekend_main,NA,Weekday,NA,NA,NA,NA,NA,24.2794478152341,21.221810072291,27.3370855581771,1.54008696590174,94.5718363596746
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_weekend_main,NA,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Female,NA,NA,NA,NA,24.2445185899811,-105.476317087828,153.96535426779,3.38772036212847,0.691511225253195
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,I prefer not to answer,NA,NA,NA,NA,27.3263948678741,23.4581237189462,31.1946660168019,1.94840625876367,94.6288874513791
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Intersex,NA,NA,NA,NA,21.0155908281278,16.9264455055899,25.1047361506657,2.05972516724366,94.8671342116366
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Male,NA,NA,NA,NA,24.2248475113664,19.1059218451981,29.3437731775347,2.2556568987879,8.81605607233426
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,No matching concept,NA,NA,NA,NA,21.4322994116055,17.5513399158867,25.3132589073243,1.9544807507768,93.4603431841507
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,PMI: Skip,NA,NA,NA,NA,28.8153839502752,23.7970651258957,33.8337027746548,2.52763008585145,94.505528870998
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Sex At Birth: Sex At Birth None Of These,NA,NA,NA,NA,23.5509500674006,18.7043919271503,28.3975082076509,2.44101913517057,94.2125899209174
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,01,NA,NA,NA,20.9231610950418,15.2023914536457,26.6439307364378,2.88138517727052,94.3646134657586
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,20.7989564279877,16.2590720074242,25.3388408485512,2.28469449541577,88.6526098559252
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,25.6122680516212,21.0250477980496,30.1994883051928,2.31046922277381,94.4271883167059
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,22.3051395066194,17.1100061747425,27.5002728384962,2.61634762088667,93.5664888119766
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,22.2204038416107,15.318309557002,29.1224981262194,3.47197784591548,85.9731413357707
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,06,NA,NA,NA,24.5138789651468,17.7388562310924,31.2889016992012,3.41262042454303,94.8755628865663
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,07,NA,NA,NA,23.3706859693317,17.8131905510366,28.9281813876267,2.79817894579943,91.9124888829448
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,08,NA,NA,NA,24.6102968393597,16.8755458130341,32.3450478656853,2.63029899326409,3.49860194331475
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,09,NA,NA,NA,24.4062825362136,19.3940586110335,29.4185064613938,2.52468750314099,94.8744852236121
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,10,NA,NA,NA,23.8969041698098,19.0047061909994,28.7891021486202,2.41013587827675,35.1281481359606
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,11,NA,NA,NA,27.2800963980019,23.1693449142593,31.3908478817444,2.07028771132385,93.7433865227731
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,12,NA,NA,NA,26.3072680352061,20.8835213135175,31.7310147568948,2.73176342156118,94.3115612058078
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,01,NA,NA,NA,21.1691231637342,15.025955997239,27.3122903302294,3.09402150883825,94.0999523571964
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,02,NA,NA,NA,21.0449184966802,16.0766498874983,26.013187105862,2.50139710572836,91.6151909637311
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,03,NA,NA,NA,25.8582301203136,20.8318937800389,30.8845664605884,2.53140060157564,93.740920042583
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,04,NA,NA,NA,22.5511015753118,17.0144659990126,28.087737151611,2.78835272413965,93.6162537355771
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,05,NA,NA,NA,22.4663659103031,15.2482046747897,29.6845271458165,3.63133084699935,86.5763940300967
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,06,NA,NA,NA,24.7598410338392,17.6352526092052,31.8844294584732,3.58869824146445,94.8744139279095
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,07,NA,NA,NA,23.6166480380241,17.7006311033378,29.5326649727103,2.97891743523139,92.434143931348
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,08,NA,NA,NA,24.8562589080521,18.4613859461729,31.2511318699313,2.817964104166,8.81726862598508
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,09,NA,NA,NA,24.6522446049061,19.0502517542144,30.2542374555977,2.82177531475118,94.920422368859
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,10,NA,NA,NA,24.1428662385022,18.7898972237034,29.495835253301,2.63302970914848,33.6570858567561
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,11,NA,NA,NA,27.5260584666943,22.964565345662,32.0875515877266,2.29722399109552,93.5265529274699
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,12,NA,NA,NA,26.5532301038985,20.4887790196023,32.6176811881948,3.05442473381963,94.2154848344748
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,01,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,02,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,03,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,04,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,05,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,06,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,07,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,08,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,09,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Working,Weekday,NA,NA,NA,NA,NA,27.4487458655586,21.6968141639565,33.2006775671608,2.89662685270633,93.2400474780067
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Student,Weekday,NA,NA,NA,NA,NA,20.7016462374199,13.9684451561005,27.4348473187393,3.38868103899634,89.0345122467229
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Retired,Weekday,NA,NA,NA,NA,NA,25.1439725626907,19.2097286371623,31.0782164882191,2.98907317281933,94.7728992091233
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Not Working,Weekday,NA,NA,NA,NA,NA,24.8135304144339,21.4679876659378,28.15907316293,1.68514041753727,94.7452059012603
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Working,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Student,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Retired,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Not Working,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Working,NA,NA,NA,NA,NA,NA,24.2110694330184,20.3631577426812,28.0589811233556,1.93464893953735,83.0397482854759
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Student,NA,NA,NA,NA,NA,NA,21.7412467409567,16.7812523423687,26.7012411395446,2.49576170296048,87.7556841534462
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Retired,NA,NA,NA,NA,NA,NA,22.944277836162,18.2787872335019,27.6097684388222,2.3498651236786,94.3438574273484
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Not Working,NA,NA,NA,NA,NA,NA,24.1377030071709,21.7734530141126,26.5019530002292,1.19090679844133,94.9966468396568
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_weekend_main,NA,Weekday,NA,NA,NA,NA,NA,24.9334360565435,21.8351343116586,28.0317378014284,1.56056655637665,94.5612363793128
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_weekend_main,NA,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Female,NA,NA,NA,NA,24.5475137924446,-121.130881982812,170.225909567701,3.47046194901398,0.674807407373079
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,I prefer not to answer,NA,NA,NA,NA,23.0881901099745,19.1594177293475,27.0169624906014,1.97887754261732,94.6195420643318
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Intersex,NA,NA,NA,NA,22.2748733337047,18.1176030195134,26.432143647896,2.09403915971488,94.8638251170364
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Male,NA,NA,NA,NA,24.9742681645207,19.7379527569412,30.2105835721003,2.2992515191038,8.62118954989904
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,No matching concept,NA,NA,NA,NA,24.0974176576172,20.1320587476569,28.0627765675775,1.99697439649073,93.4227343249385
