outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high,SE,df
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,01,NA,NA,NA,20.9231610950418,15.2023914536457,26.6439307364378,2.88138517727052,94.3646134657586
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,20.7989564279877,16.2590720074242,25.3388408485512,2.28469449541577,88.6526098559252
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,25.6122680516212,21.0250477980496,30.1994883051928,2.31046922277381,94.4271883167059
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,22.3051395066194,17.1100061747425,27.5002728384962,2.61634762088667,93.5664888119766
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,22.2204038416107,15.318309557002,29.1224981262194,3.47197784591548,85.9731413357707
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,06,NA,NA,NA,24.5138789651468,17.7388562310924,31.2889016992012,3.41262042454303,94.8755628865663
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,07,NA,NA,NA,23.3706859693317,17.8131905510366,28.9281813876267,2.79817894579943,91.9124888829448
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,08,NA,NA,NA,24.6102968393597,16.8755458130341,32.3450478656853,2.63029899326409,3.49860194331475
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,09,NA,NA,NA,24.4062825362136,19.3940586110335,29.4185064613938,2.52468750314099,94.8744852236121
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,10,NA,NA,NA,23.8969041698098,19.0047061909994,28.7891021486202,2.41013587827675,35.1281481359606
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,11,NA,NA,NA,27.2800963980019,23.1693449142593,31.3908478817444,2.07028771132385,93.7433865227731
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,12,NA,NA,NA,26.3072680352061,20.8835213135175,31.7310147568948,2.73176342156118,94.3115612058078
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,01,NA,NA,NA,24.0243625341207,16.8870651317904,31.161659936451105,3.59483909714965,94.344629513822
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,26.1402444823065,21.524286138793,30.75620282582,2.32292519457467,88.5053630755908
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,22.8124877283255,18.1601214551732,27.4648540014778,2.34327711046099,94.4130654404853
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,25.5511377752815,20.2867401447575,30.8155354058055,2.65121713180853,93.5313771099416
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,23.0553285020887,16.0479237075602,30.0627332966172,3.52483337634717,85.7701014320633
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,06,NA,NA,NA,24.5462492258714,17.6699842084878,31.422514243255,3.46361532488397,94.8724716767201
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,07,NA,NA,NA,19.3123003307205,13.6430793587914,24.9815213026495,2.85440151599273,91.8380800891367
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,08,NA,NA,NA,23.1894896710928,15.0337885361574,31.3451908060281,2.74254487870516,3.4166547792558
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,09,NA,NA,NA,25.7678826313832,20.6991668712346,30.8365983915318,2.55314170505844,94.871386584771
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,10,NA,NA,NA,20.8868768919249,15.5981009999414,26.1756527839084,2.60405255162718,34.5850706999526
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,11,NA,NA,NA,25.0102159762805,20.851975033698402,29.1684569188627,2.09419569768612,93.7125333583167
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,12,NA,NA,NA,23.1233181049936,17.6316545860541,28.614981623933,2.76596440635812,94.294560704598
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,01,NA,NA,NA,25.3725610405425,20.3727395926541,30.3723824884309,2.5182699830309,94.3802823294393
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,26.516487684281,22.7085344188396,30.3244409497224,1.91811630070836,94.9788159075378
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,26.3703452424523,22.4424478063753,30.2982426785293,1.97727402116284,90.5116834029481
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,25.1176076044632,20.6561487873568,29.5790664215697,2.24687888483755,93.6327680747444
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,27.3694977335433,21.6688735690053,33.0701218980814,2.87147072321999,94.9560522975717
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,06,NA,NA,NA,20.4537827110962,14.6756817486095,26.2318836735828,2.91013410065242,94.0480840410957
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,07,NA,NA,NA,25.3952057219254,20.7448627625068,30.045548681344,2.34234135717735,94.6725931607475
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,08,NA,NA,NA,21.8563435222927,16.5998441283001,27.1128429162854,2.56286788876154,27.2292878169184
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,09,NA,NA,NA,25.5687887296241,21.2558902704077,29.8816871888405,2.17237138822535,94.6664827363638
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,10,NA,NA,NA,24.836941881719,20.3673643692046,29.3065193942335,2.24265272189395,73.0222236263064
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,11,NA,NA,NA,27.3169873389483,23.7819989529761,30.8519757249205,1.78031749937275,93.7431777521078
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,12,NA,NA,NA,23.0788190776423,18.4310924848081,27.7265456704766,2.34072442345072,93.7472216486856
