batch,analysis,age_at_sleep,is_weekend_factor,dst_observes,onset_estimate,offset_estimate,derived_duration_hours,derived_midpoint_linear,duration_direct_estimate,duration_direct_minus_derived,duration_adjusted_estimate,duration_adjusted_minus_derived,midpoint_direct_estimate,midpoint_direct_minus_derived,midpoint_adjusted_estimate,midpoint_adjusted_minus_derived
base,derived_duration_midpoint_age,28,NA,NA,-10.9423800484314,77.9103423616401,16.852722410071507,21.48398115660435,-18.73339789718339,-35.5861203072549,-18.600558175130033,-35.45328058520154,3.418130627775455,5.9341494711711,4.211136227179047,6.7271550705746925
base,derived_duration_midpoint_age,29,NA,NA,-12.152011284144017,79.455862766177475,19.6078740503215,21.651925741016733,-19.720472871641423,-39.32834692196292,-19.58304273056911,-39.19091678089061,2.71828668304011,5.066360942023376,3.5343676409872344,5.882441899970502
base,derived_duration_midpoint_age,30,NA,NA,-13.361642519856606,81.00138317071485,22.363025690571448,21.81987032542912,-20.707547846099448,-43.07057353667089,-20.5655272860082,-42.92855297657965,2.018442738304773,4.198572412875656,2.857599054795415,5.037728729366297
base,derived_duration_midpoint_age,31,NA,NA,-14.571273755569225,82.54690357525222,1.1181773308214389,9.987814909841497,-21.694622820557477,-22.812800151378916,-21.548011841447263,-22.6661891722687,1.318598793569428,-8.669216116272066,2.1808304686036095,-7.806984441237885
base,derived_duration_midpoint_age,32,NA,NA,-15.780904991281808,84.09242397978959,3.873328971071402,10.155759494253893,-22.681697795015506,-26.555026766086907,-22.53049639688635,-26.40382536795775,0.6187548488340835,-9.53700464541981,1.5040618824117826,-8.65169761184211
base,derived_duration_midpoint_age,33,NA,NA,-16.99053622699441,85.63794438432696,6.628480611321365,10.323704078666273,-23.668772769473552,-30.297253380794917,-23.51298095232544,-30.141461563646804,-0.08108909590125446,-10.404793174567526,0.8272932962199485,-9.496410782446322
base,derived_duration_midpoint_age,34,NA,NA,-18.200167462707057,87.18346478886433,9.383632251571385,10.491648663078635,-24.65584774393156,-34.039479995502944,-24.4954655077645,-33.879097759335885,-0.7809330406365853,-11.27258170371522,0.15052471002815704,-10.341123953050475
base,derived_duration_midpoint_age,35,NA,NA,-19.409798698419657,88.72898519340171,12.138783891821362,10.659593247491024,-25.6429227183896,-37.78170661021096,-25.47795006320358,-37.61673395502494,-1.4807769853719377,11.859629767137037,-0.5262438761636625,-11.185837123654686
base,derived_duration_midpoint_age,36,NA,NA,-20.619429934132263,90.27450559793908,14.89393553207134,10.827537831903406,-26.629997692847617,-41.52393322491896,-26.460434618642665,-41.354370150714,-2.180620930107267,10.991841237989329,-1.203012462355468,11.969449705741129
base,derived_duration_midpoint_age,37,NA,NA,-21.82906116984483,91.82002600247644,17.649087172321273,10.995482416315806,-27.617072667305663,-45.26615983962694,-27.44291917408177,-45.09200634640304,-2.88046487484264,10.124052708841552,-1.8797810485473088,11.124736535136886
base,derived_duration_midpoint_age,38,NA,NA,-23.038692405557505,93.36554640701382,20.40423881257132,11.163427000728156,-28.60414764176367,-49.00838645433499,-28.42540372952083,-48.82964254209215,-3.5803088195779296,9.256264179693916,-2.5565496347390932,10.280023364532752
base,derived_duration_midpoint_age,39,NA,NA,-24.24832364127007,94.91106681155118,23.15939045282124,11.331371585140552,-29.591222616221707,-52.75061306904295,-29.407888284959917,-52.56727873778116,-4.280152764313302,8.388475650546148,-3.233318220930934,9.435310193928515
base,derived_duration_midpoint_age,40,NA,NA,-25.457954876982665,96.45658721608856,1.9145420930712336,23.49931616955295,-30.578297590679753,-32.49283968375099,-30.390372840398985,-32.304914933470215,-4.979996709048632,-4.479312878601583,-3.9100868071227466,-3.409402976675697
base,derived_duration_midpoint_age,41,NA,NA,-26.667586112695307,98.00210762062594,4.669693733321239,23.667260753965312,-31.56537256513779,-36.23506629845903,-31.37285739583806,-36.0425511291593,-5.679840653783963,-5.347101407749275,-4.586855393314545,-4.254116147279859
base,derived_duration_midpoint_age,42,NA,NA,-27.87721734840791,99.5476280251633,7.424845373571216,23.835205338377698,-32.55244753959581,-39.97729291316703,-32.35534195127716,-39.78018732484838,-6.379684598519307,-6.214889936897006,-5.263623979506372,-5.098829317884068
base,derived_duration_midpoint_age,43,NA,NA,-29.08684858412048,101.09314842970068,10.17999701382115,0.00314992279009374,-33.53952251405386,-43.71951952787501,-33.33782650671626,-43.51782352053741,-7.079528543254666,-7.08267846604476,-5.940392565698213,-5.943542488488307
base,derived_duration_midpoint_age,44,NA,NA,-30.29647981983316,102.63866883423805,12.935148654071211,0.17109450720244723,-34.52659748851187,-47.46174614258308,-34.3203110621553,-47.25545971622651,-7.779372487989955,-7.950466995192402,-6.617161151889983,-6.78825565909243
base,derived_duration_midpoint_age,45,NA,NA,-31.506111055545716,104.18418923877545,15.690300294321162,0.3390390916148647,-35.513672462969915,-51.20397275729107,-35.3027956175944,-50.99309591191556,-8.479216432725343,-8.818255524340207,-7.293929738081824,-7.632968829696689
base,derived_duration_midpoint_age,46,NA,NA,-32.7157422912584,105.7297096433128,18.445451934571196,0.5069836760271969,-36.5007474374279,-54.94619937199909,-36.285280173033435,-54.73073210760463,-9.179060377460646,-9.686044053487842,-7.970698324273608,-8.477682000300804
base,derived_duration_midpoint_age,47,NA,NA,-33.925373526970965,107.27523004785016,21.200603574821116,0.674928260439593,-37.487822411885944,-58.68842598670706,-37.26776472847256,-58.46836830329367,-9.87890432219599,-10.553832582635582,-8.647466910465448,-9.32239517090504
base,derived_duration_midpoint_age,48,NA,NA,-35.135004762683565,108.82075045238751,23.955755215071065,0.8428728448519678,-38.47489738634399,-62.430652601415055,-38.250249283911664,-62.20600449898273,-10.578748266931337,-11.421621111783304,-9.32423549665726,-10.167108341509229
base,derived_duration_midpoint_age,49,NA,NA,-36.34463599839621,110.3662708569249,2.710906855321099,13.010817429264344,-39.461972360801994,-42.17287921612309,-39.23273383935069,-41.94364069467179,-11.27859221166665,-0.289409640930991,-10.00100408284906,0.9881784878866
base,derived_duration_midpoint_age,50,NA,NA,-37.55426723410881,111.91179126146228,5.4660584955711045,13.17876201367674,-40.44904733526005,-45.91510583083115,-40.21521839478979,-45.68127689036089,-11.97843615640201,-1.1571981700787504,-10.677772669040872,0.14346531728239142
base,derived_duration_midpoint_age,51,NA,NA,-38.76389846982137,113.45731166599964,8.221210135821025,13.346706598089142,-41.43612230971807,-49.6573324455391,-41.197702950228866,-49.41891308604989,-12.678280101137382,-2.024986699226524,-11.354541255232744,-0.7012478533218882
base,derived_duration_midpoint_age,52,NA,NA,-39.97352970553403,115.00283207053702,10.97636177607106,13.514651182501504,-42.42319728417611,-53.39955906024717,-42.18018750566796,-53.15654928173902,-13.3781240458727,-2.892775228374205,-12.031309841424513,-1.545961023926015
base,derived_duration_midpoint_age,53,NA,NA,-41.183160941246555,116.54835247507438,13.731513416320922,13.682595766913906,-43.41027225863414,-57.14178567495506,-43.16267206110705,-56.894185477427975,-14.077967990608055,-3.760563757521961,-12.708078427616368,-2.3906741945302734
base,derived_duration_midpoint_age,54,NA,NA,-42.392792176959205,118.09387287961177,16.486665056570985,13.850540351326288,-44.39734723309215,-60.88401228966313,-44.14515661654612,-60.6318216731171,-14.777811935343374,-4.62835228666966,-13.384847013808152,-3.2353873651344394
base,derived_duration_midpoint_age,55,NA,NA,-43.60242341267186,119.63939328414916,19.24181669682102,14.018484935738648,-45.38442220755017,-64.62623890437119,-45.1276411719852,-64.36945786880622,-15.477655880078691,-5.496140815817341,-14.06161559999995,-4.080100535738598
base,derived_duration_midpoint_age,56,NA,NA,-44.81205464838444,121.18491368868654,21.996968337070967,14.186429520151044,-46.371497182008234,-68.3684655190792,-46.11012572742428,-68.10709406449524,-16.17749982481405,-6.3639293449650935,-14.738384186191793,-4.924813706342839
base,derived_duration_midpoint_age,57,NA,NA,-46.021685884097046,122.73043409322388,0.7521199773209162,2.354374104563412,-47.358572156466224,-48.11069213378714,-47.09261028286335,-47.844730260184264,-16.87734376954939,4.768282125887197,-15.415152772383603,6.230473123052985
base,derived_duration_midpoint_age,58,NA,NA,-47.23131711980961,124.27595449776126,3.507271617570865,2.5223186889758225,-48.34564713092427,-51.852918748495135,-48.07509483830245,-51.58236645587331,-17.577187714284754,3.900493596739423,-16.091921358575433,5.385759952448744
base,derived_duration_midpoint_age,59,NA,NA,-48.440948355522266,125.82147490229865,6.262423257820899,2.690263273388183,-49.33272210538231,-55.59514536320321,-49.05757939374153,-55.320002651562426,-18.27703165902008,3.0327050675917384,-16.76868994476723,4.541046781844585
base,derived_duration_midpoint_age,60,NA,NA,-49.65057959123483,127.366995306836,9.017574898070848,2.8582078578005934,-50.319797079840335,-59.33737197791118,-50.04006394918061,-59.05763884725146,-18.976875603755417,2.1649165384439897,-17.445458530959073,3.696333611240334
base,derived_duration_midpoint_age,61,NA,NA,-50.86021082694746,128.91251571137337,11.772726538320825,3.026152442212954,-51.30687205429835,-63.07959859261918,-51.02254850461967,-62.795275042940496,-19.67671954849076,1.2971280092962871,-18.12222711715087,2.851620440636175
base,derived_duration_midpoint_age,62,NA,NA,-52.069842062660015,130.45803611591074,14.527878178570743,3.194097026625357,-52.29394702875641,-66.82182520732715,-52.00503306005877,-66.53291123862951,-20.376563493226115,0.42933948014852774,-18.79899570334273,2.0069072700319133
base,derived_duration_midpoint_age,63,NA,NA,-53.27947329837268,132.00355652044811,17.283029818820808,3.362041611037725,-53.28102200321445,-70.56405182203525,-52.98751761549787,-70.27054743431867,-21.07640743796145,-0.4384490489991748,-19.475764289534524,1.1621940994277509
base,derived_duration_midpoint_age,64,NA,NA,-54.48910453408533,133.54907692498548,20.038181459070813,3.5299861954500784,-54.268096977672435,-74.30627843674324,-53.970002170936894,-74.00818363000771,-21.776251382696763,-1.3062375781468418,-20.15253287572631,0.31748092882361334
base,derived_duration_midpoint_age,65,NA,NA,-55.69873576979795,135.09459732952286,22.79333309932082,3.69793077986246,-55.25517195213044,-78.04850505145126,-54.952486726375994,-77.74581982569681,-22.476095327432084,-2.1740261072945444,-20.829301461918103,-0.5272322417805633
base,derived_duration_midpoint_age,66,NA,NA,-56.908367005510506,136.64011773406023,1.548484739570739,15.865875364274864,-56.2422469265885,-57.79073166615924,-55.934971281815095,-57.483456021385834,-23.17593927216747,8.958185363557668,-21.506070048109976,10.62805458761516
base,derived_duration_midpoint_age,67,NA,NA,-58.11799824122317,138.1856381385976,4.303636379820773,16.033819948687217,-57.22932190104651,-61.53295828086728,-56.917455837254145,-61.22109221707492,-23.87578321690279,8.090396834409994,-22.18283863430176,9.783341417011025
base,derived_duration_midpoint_age,68,NA,NA,-59.32762947693574,139.73115854313497,7.058788020070722,16.20176453309962,-58.21639687550457,-65.2751848955753,-57.899940392693246,-64.95872841276397,-24.575627161638117,7.222608305262263,-22.859607220493587,8.938628246406793
base,derived_duration_midpoint_age,69,NA,NA,-60.53726071264834,141.2766789476723,9.813939660320642,16.36970911751198,-59.203471849962575,-69.01741151028321,-58.88242494813232,-68.69636460845297,-25.27547110637346,6.35481977611456,-23.536375806685385,8.093915075802634
base,derived_duration_midpoint_age,70,NA,NA,-61.74689194836092,142.82219935220968,12.56909130057059,16.537653701924377,-60.19054682442062,-72.75963812499121,-59.864909503571425,-72.43400080414202,-25.975315051108808,5.487031246966815,-24.213144392877226,7.249201905198397
base,derived_duration_midpoint_age,71,NA,NA,-62.9565231840735,144.36771975674708,15.324242940820568,16.705598286336787,-61.17762179887868,-76.50186473969924,-60.847394059010526,-76.1716369998311,-26.675158995844193,4.61924271781902,-24.889912979069052,6.40448873459416
base,derived_duration_midpoint_age,72,NA,NA,-64.16615441978624,145.91324016128445,18.079394581070687,16.873542870749105,-62.16469677333664,-80.24409135440732,-61.829878614449555,-79.90927319552024,-27.375002940579456,3.7514541886714383,-25.566681565260808,5.559775563990087
base,derived_duration_midpoint_age,73,NA,NA,-65.37578565549876,147.4587605658218,20.83454622132055,17.041487455161516,-63.151771747794726,-83.98631796911528,-62.81236316988865,-83.64690939120919,-28.07484688531484,2.8836656595236434,-26.243450151452677,4.715062393385807
base,derived_duration_midpoint_age,74,NA,NA,-66.58541689121141,149.0042809703592,23.589697861570585,17.209432039573883,-64.13884672225271,-87.7285445838233,-63.79484772532773,-87.38454558689831,-28.77469083005015,2.0158771303759693,-26.920218737644475,3.870349222781641
base,derived_duration_midpoint_age,75,NA,NA,-67.79504812692399,150.5498013748966,2.3448495018205904,5.377376623986308,-65.12592169671078,-67.47077119853137,-64.77733228076679,-67.12218178258738,-29.47453477478552,-10.851911398771833,-27.596987323836306,-8.97436394782261
base,derived_duration_midpoint_age,76,NA,NA,-69.00467936263664,152.09532177943393,5.1000011420705675,5.545321208398647,-66.11299667116879,-71.21299781323935,-65.75981683620587,-70.85981797827644,-30.17437871952086,-11.719699927919509,-28.27375591002812,-9.819077118426767
base,derived_duration_midpoint_age,77,NA,NA,-70.21431059834926,153.64084218397133,7.8551527823206015,5.713265792811043,-67.10007164562681,-74.95522442794741,-66.74230139164494,-74.597454173965545,-30.874222664256173,11.412511542932783,-28.950524496219916,-10.663790289030956
base,derived_duration_midpoint_age,78,NA,NA,-71.42394183406181,155.18636258850867,10.610304422570492,5.881210377223439,-68.08714662008485,-78.69745104265535,-67.72478594708404,-78.33509036965454,-31.574066608991536,10.544723013785024,-29.627293082411743,-11.50850345963518
base,derived_duration_midpoint_age,79,NA,NA,-72.6335730697744,156.73188299304607,13.36545606282047,6.0491549616358355,-69.07422159454288,-82.43967765736335,-68.70727050252312,-82.07272656534359,-32.27391055372692,9.676934484637243,-30.3040616686036,11.646783369760564
base,derived_duration_midpoint_age,80,NA,NA,-73.84320430548713,158.27740339758344,16.12060770307056,6.217099546048146,-70.0612965690009,-86.18190427207146,-69.6897550579622,-85.81036276103276,-32.97375449846217,8.809145955489683,-30.98083025479532,10.802070199156532
base,derived_duration_midpoint_age,81,NA,NA,-75.05283554119958,159.8229238021208,18.875759343320397,6.385044130460614,-71.04837154345894,-89.92413088677934,-70.67223961340132,-89.54799895672171,-33.6735984431976,7.9413574263417885,-31.65759884098722,9.957357028552169
base,derived_duration_midpoint_age,82,NA,NA,-76.2624667769123,161.36844420665815,21.63091098357046,6.5529887148729244,-72.03544651791694,-93.6663575014874,-71.6547241688403,-93.28563515241076,-34.37344238793287,7.073568897194207,-32.334367427179004,9.112643857948072
base,derived_duration_midpoint_age,83,NA,NA,-77.47209801262487,162.91396461119552,0.3860626238204077,18.720933299285335,-73.02252149237499,-73.4085841161954,-72.63720872427943,-73.02327134809984,-35.07328633266823,-5.794219631953567,-33.01113601337083,-3.732069312656165
base,derived_duration_midpoint_age,84,NA,NA,-78.68172924833745,164.45948501573292,3.1412142640703564,18.88887788369773,-74.00959646683305,-77.1508107309034,-73.61969327971853,-76.76090754378889,-35.77313027740359,-6.662008161101319,-33.68790459956266,-4.576782483260388
base,derived_duration_midpoint_age,85,NA,NA,-79.89136048405007,166.0050054202703,5.896365904320362,19.056822468110113,-74.99667144129103,-80.89303734561139,-74.60217783515763,-80.498543739478,-36.4729742221389,-7.5297966902490145,-34.364673185754484,-5.421495653864596
dst,derived_duration_midpoint_age,18,NA,NA,-1.8464083504470183,62.32734975014052,16.173758100587534,6.240470699846749,-9.840575424893954,-26.01433352548149,-9.736450474147668,-25.9102085747352,10.185355919034434,3.944885219187686,10.661262546118587,4.42079184627184
dst,derived_duration_midpoint_age,19,NA,NA,-3.200965540535125,63.86231206950356,19.06327761003868,6.330673264484216,-10.87940309223414,-29.942680702272824,-10.769769104402792,-29.833046714441473,9.463667764638616,3.1329945001543997,9.95902876236826,3.628355497884044
dst,derived_duration_midpoint_age,20,NA,NA,-4.555522730623226,65.3972743888666,21.95279711948983,6.420875829121689,-11.918230759574316,-33.871027879064144,-11.803087734657913,-33.755884854147745,8.741979610242808,2.321103781121119,9.256794978617924,2.8359191494962346
dst,derived_duration_midpoint_age,21,NA,NA,-5.910079920711288,66.93223670822964,0.842316628940921,18.51107839375917,-12.95705842691452,-13.79937505585544,-12.836406364913048,-13.678722993853969,8.020291455846984,-10.490786937912189,8.554561194867567,-9.956517198891603
dst,derived_duration_midpoint_age,22,NA,NA,-7.264637110799409,68.46719902759268,3.7318361383920977,18.60128095839664,-13.995886094254706,-17.727722232646805,-13.869724995168172,-17.601561133560267,7.298603301451184,-11.302677656945455,7.852327411117224,-10.748953547279417
dst,derived_duration_midpoint_age,23,NA,NA,-8.619194300887472,70.00216134695575,6.621355647843217,18.691483523034137,-15.03471376159491,-21.656069409438125,-14.903043625423296,-21.52439927326651,6.576915147055358,11.885431624021225,7.150093627366882,-11.541389895667256
dst,derived_duration_midpoint_age,24,NA,NA,-9.9737514909756,71.53712366631878,9.51087515729438,18.781686087671588,-16.073541428935098,-25.584416586229477,-15.936362255678423,-25.447237412972804,5.855226992659566,11.07354090498798,6.447859843616545,11.666173755944955
dst,derived_duration_midpoint_age,25,NA,NA,-11.3283086810637,73.07208598568182,12.400394666745528,18.871888652309064,-17.112369096275295,-29.51276376302082,-16.969680885933563,-29.37007555267909,5.13353883826376,10.261650185954696,5.745626059866202,10.873737407557137
dst,derived_duration_midpoint_age,26,NA,NA,-12.682865871151776,74.60704830504487,15.289914176196646,18.962091216946547,-18.15119676361549,-33.441110939812134,-18.002999516188687,-33.29291369238533,4.411850683867948,9.4497594669214,5.043392276115853,10.081301059169306
dst,derived_duration_midpoint_age,27,NA,NA,-14.03742306123987,76.14201062440792,18.17943368564778,19.05229378158402,-19.190024430955685,-37.36945811660347,-19.03631814644381,-37.21575183209159,3.6901625294721216,8.637868747888103,4.34115849236551,9.288864710781487
dst,derived_duration_midpoint_age,28,NA,NA,-15.391980251327997,77.67697294377095,21.068953195098945,19.14249634622147,-20.22885209829587,-41.297805293394816,-20.069636776698925,-41.13858997179787,2.9684743750763234,7.825978028854848,3.6389247086151744,8.4964283623937
dst,derived_duration_midpoint_age,29,NA,NA,-16.74653744141609,79.21193526313401,23.958472704550104,19.23269891085896,-21.267679765636057,-45.226152470186165,-21.10295540695407,-45.06142811150417,2.2467862206804963,7.014087309821534,2.9366909248648385,7.703992014005877
dst,derived_duration_midpoint_age,30,NA,NA,-18.101094631504175,80.74689758249706,2.8479922140012377,7.322901475496444,-22.306507432976243,-25.15449964697748,-22.13627403720919,-24.98426625121043,1.525098066284706,-5.797803409211738,2.2344571411144964,-5.088444334381947
dst,derived_duration_midpoint_age,31,NA,NA,-19.45565182159228,82.28185990186009,5.737511723452371,7.413104040133906,-23.345335100316444,-29.082846823768815,-23.169592667464325,-28.907104390916697,0.8034099118889001,-6.609694128245006,1.5322233573641606,-5.880880682769745
dst,derived_duration_midpoint_age,32,NA,NA,-20.810209011680353,83.81682222122313,8.62703123290349,7.503306604771392,-24.38416276765664,-33.01119400056013,-24.202911297719456,-32.829942530622944,0.08172175749306687,-7.421584847278325,0.829989573613811,-6.673317031157581
dst,derived_duration_midpoint_age,33,NA,NA,-22.16476620176844,85.35178454058618,11.516550742354625,7.593509169408872,-25.422990434996827,-36.93954117735145,-25.236229927974577,-36.7527806703292,-0.639966396902746,-8.233475566311618,0.12775578986347513,-7.465753379545397
dst,derived_duration_midpoint_age,34,NA,NA,-23.51932339185657,86.88674685994923,14.4060702518058,7.68371173404633,-26.461818102337013,-40.86788835414281,-26.269548558229697,-40.6756188100355,-1.3616545512985518,-9.045366285344882,-0.5744779938868536,-8.258189727933184
dst,derived_duration_midpoint_age,35,NA,NA,-24.873880581944668,88.42170917931227,17.295589761256934,7.773914298683799,-27.5006457696772,-44.79623553093413,-27.302867188484832,-44.59845694974177,-2.0833427056943643,-9.857257004378162,-1.2767117776372174,-9.050626076321016
dst,derived_duration_midpoint_age,36,NA,NA,-26.228437772032756,89.95667149867532,20.185109270708068,7.864116863321279,-28.5394734370174,-48.72458270772547,-28.336185818739963,-48.52129508944803,-2.805030860090183,-10.66914772341146,-1.9789455613875455,-9.843062424708824
dst,derived_duration_midpoint_age,37,NA,NA,-27.582994962120804,91.49163381803837,23.074628780159173,7.954319427958783,-29.57830110435761,-52.65292988451678,-29.36950444899511,-52.44413322915428,-3.5267190144860097,-11.481038442444792,-2.6811793451378954,-10.635498773096678
dst,derived_duration_midpoint_age,38,NA,NA,-28.937552152208976,93.0265961374014,1.964148289610378,20.044521992596213,-30.617128771697782,-32.58127706130816,-30.4028230792502,-32.366971368860575,-4.248407168881781,-0.29292916147799275,-3.383413128888218,0.5720648785155689
dst,derived_duration_midpoint_age,39,NA,NA,-30.29210934229702,94.56155845676444,4.853667799061469,20.134724557233714,-31.655956439037997,-36.50962423809946,-31.43614170950536,-36.28980950856683,-4.970095323277621,-1.1048198805113358,-4.085646912638575,-0.2203714698722905
dst,derived_duration_midpoint_age,40,NA,NA,-31.64666653238512,96.0965207761275,7.743187308512631,20.224927121871197,-32.69478410637821,-40.43797141489084,-32.469460339760495,-40.212647648273126,-5.691783477673433,-1.9167105995446292,-4.787880696388902,-1.0128078182601
dst,derived_duration_midpoint_age,41,NA,NA,-33.00122372247324,97.63148309549054,10.632706817963763,20.31512968650864,-33.733611773718366,-44.36631859168213,-33.50277897001561,-44.13548578797938,-6.413471632069232,-2.728601318577873,-5.49011448013926,-1.8052441666479029
dst,derived_duration_midpoint_age,42,NA,NA,-34.35578091256134,99.16644541485358,13.522226327414929,20.40533225114612,-34.77243944105857,-48.2946657684735,-34.53609760027073,-48.058323927685656,-7.135159786465044,-3.540492037611166,-6.192348263889588,-2.5976805150357087
dst,derived_duration_midpoint_age,43,NA,NA,-35.71033810264939,100.70140773421664,16.411745836866032,20.49553481578363,-35.81126710839877,-52.223012945264806,-35.56941623052589,-51.98116206739192,-7.85684794086087,-4.352382756644499,-6.8945820476399575,-3.390116863423586
dst,derived_duration_midpoint_age,44,NA,NA,-37.06489529273756,102.23637005357968,19.301265346317223,20.58573738042105,-36.85009477573893,-56.151360122056154,-36.602734860781005,-55.90400020709823,-8.578536095256656,-5.164273475677707,-7.596815831390259,-4.18255321181131
dst,derived_duration_midpoint_age,45,NA,NA,-38.419452482825605,103.77133237294272,22.190784855768328,20.67593994505856,-37.888922443079146,-60.079707298847474,-37.63605349103611,-59.82683834680443,-9.300224249652496,-5.976164194711053,-8.299049615140616,-4.974989560199177
dst,derived_duration_midpoint_age,46,NA,NA,-39.77400967291378,105.30629469230576,1.080304365219547,8.766142509695996,-38.92775011041933,-40.00805447563888,-38.66937212129123,-39.74967648651078,-10.021912404048267,5.211945086255739,-9.00128339889093,6.232574091413074
dst,derived_duration_midpoint_age,47,NA,NA,-41.12856686300184,106.84125701166882,3.969823874670652,8.856345074333483,-39.966577777759525,-43.93640165243018,-39.702690751546406,-43.67251462621706,-10.743600558444108,4.40005436722241,-9.7035171826413,5.440137743025218
dst,derived_duration_midpoint_age,48,NA,NA,-42.48312405308991,108.37621933103186,6.8593433841217575,8.94654763897097,-41.00540544509974,-47.8647488292215,-40.7360093818015,-47.59535276592326,-11.465288712839934,3.588163648189095,-10.405750966391658,4.647701394637373
dst,derived_duration_midpoint_age,49,NA,NA,-43.837681243178054,109.9111816503949,9.748862893572948,9.03675020360842,-42.04423311243989,-51.79309600601284,-41.76932801205662,-51.51819090562957,-12.186976867235703,2.7762729291558763,-11.107984750141943,3.8552650462496345
dst,derived_duration_midpoint_age,50,NA,NA,-45.19223843326614,111.44614396975796,12.638382403024082,9.1269527682459,-43.08306077978011,-55.721443182804194,-42.80264664231177,-55.44102904533585,-12.908665021631531,1.9643822101225688,-11.810218533892316,3.0628286978617822
dst,derived_duration_midpoint_age,51,NA,NA,-46.546795623354186,112.981106289121,15.527901912475189,9.217155332883408,-44.12188844712029,-59.64979035959548,-43.83596527256689,-59.363867185042075,-13.630353176027356,1.1524914910892363,-12.512452317642689,2.2703923494739016
dst,derived_duration_midpoint_age,52,NA,NA,-47.901352813442344,114.51606860848403,18.417421421926377,9.307357897520845,-45.16071611446049,-63.57813753638687,-44.86928390282199,-63.28670532474837,-14.352041330423155,0.3406007720559998,-13.214686101392989,1.4779560010861663
dst,derived_duration_midpoint_age,53,NA,NA,-49.255910003530346,116.05103092784708,21.306940931377422,9.397560462158369,-46.19954378180071,-67.50648471317814,-45.902602533077136,-67.20954346445455,-15.073729484819006,-0.4712899469773717,-13.916919885143356,0.6855196526982752
dst,derived_duration_midpoint_age,54,NA,NA,-50.61046719361849,117.58599324721013,0.19646044082861636,21.487763026795815,-47.23837144914086,-47.43483188996947,-46.93592116333225,-47.13238160416087,-15.795417639214792,10.716819333989392,-14.6191536688937,11.89308330431048
dst,derived_duration_midpoint_age,55,NA,NA,-51.965024383706634,119.1209555665732,3.0859799502798353,21.577965591433284,-48.27719911648104,-51.36317906676088,-47.969239793587406,-51.05521974386724,-16.51710579361059,9.904928614956129,-15.321387452644016,11.1006469559227
dst,derived_duration_midpoint_age,56,NA,NA,-53.31958157379469,120.65591788593622,5.975499459730912,21.668168156070763,-49.31602678382127,-55.291526243552184,-49.002558423842565,-54.97805788357348,-17.238793948006432,9.093037895922803,-16.023621236394387,10.308210607534846
