outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high,SE,df,day_type
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,12,NA,NA,NA,24.3248112262388,18.2099844307365,30.4396380217412,3.07978876527022,94.1961399065897,Weekday
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,01,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,02,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,03,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,04,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,05,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,06,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,07,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,08,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,09,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,01,NA,NA,NA,24.2043358611504,18.8575152750105,29.5511564472903,2.6930204500043,94.3174942197355,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,02,NA,NA,NA,25.3482625048889,21.1948309702299,29.5016940395478,2.09200425238669,94.5095653841711,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,03,NA,NA,NA,25.2021200630602,20.9144667814544,29.4897733446659,2.15749919690266,87.8867662345726,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,04,NA,NA,NA,23.9493824250711,19.1900411292304,28.7087237209118,2.39687608678347,93.5662446922397,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,05,NA,NA,NA,26.2012725541512,20.2458912330493,32.1566538752531,2.99977084700327,94.8971660332666,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,06,NA,NA,NA,19.2855575317041,13.2185742713364,25.3525407920717,3.0555477614446,93.8557630405836,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,07,NA,NA,NA,24.2269805425333,19.285858213955,29.1681028711115,2.4886857262875,94.3243669660389,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,08,NA,NA,NA,20.6881183429006,15.2807391670425,26.0954975187587,2.67877644060261,41.6388539148002,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,09,NA,NA,NA,24.400563550232,19.60637519123,29.1947519092339,2.41452434375032,93.8593290118348,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,10,NA,NA,NA,23.6687167023269,18.8068916322674,28.5305417723864,2.43921969836398,72.5859489020826,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,11,NA,NA,NA,26.1487621595562,22.2296873431316,30.0678369759808,1.97368213487777,93.4828041053259,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,12,NA,NA,NA,21.9105938982502,16.7230465579882,27.0981412385122,2.61245837653288,93.3786772925323,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,01,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,02,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,03,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,04,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,05,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,06,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,07,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,08,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,09,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,Weekend
