"analysis","employment_status","is_weekend_factor","sex_concept","month","estimate","SE","df"
"emm_month_x_weekend",NA,"Weekday",NA,"02",3.31224582396243,0.0881336507773735,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"03",3.30608874723711,0.0881764188319858,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"04",3.31397569904887,0.0886275340786522,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"05",3.32003239476379,0.088768982128807,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"06",3.34028041701666,0.0887199787013823,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"07",3.33085962216689,0.088702785767028,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"08",3.33520014827925,0.0888645502446896,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"09",3.31194515451753,0.089039238985527,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"10",3.32400022394013,0.0888645323965551,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"11",3.32695562699475,0.0886208611866272,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"12",3.28782117563293,0.0884039582568465,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"01",4.02180582033772,0.088549248742948,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"02",4.0380874216424,0.0884079482117184,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"03",4.03193034491707,0.0884730747696224,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"04",4.03981729672884,0.0888892177385129,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"05",4.04587399244375,0.0890397496226373,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"06",4.06612201469662,0.0890039911257692,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"07",4.05670121984685,0.0889480673355962,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"08",4.06104174595921,0.0891609883315428,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"09",4.03778675219749,0.0893280986198836,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"10",4.04984182162009,0.0891016518823517,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"11",4.05279722467471,0.0889093850203454,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"12",4.0136627733129,0.0886741489717966,Inf
