"analysis","employment_status","is_weekend_factor","sex_concept","month","estimate","SE","df"
"emm_month_x_weekend",NA,"Weekday",NA,"03",7.27961034772477,0.0577715024817431,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"04",7.28171176551935,0.0581602308234943,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"05",7.27189274209996,0.0582396316932843,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"06",7.26306828740014,0.0582579612553539,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"07",7.25795768338924,0.0582903864706995,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"08",7.27390765061639,0.0584736873420593,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"09",7.26433914403033,0.0586104042633027,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"10",7.2748137584336,0.0584669750212302,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"11",7.2689046658627,0.0582430373089191,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"12",7.25133568119501,0.0580026524079066,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"01",7.56677528213675,0.058198009785689,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"02",7.57829998805042,0.058108471629978,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"03",7.59722299571067,0.0581208132555684,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"04",7.59932441350525,0.0584678493398351,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"05",7.58950539008587,0.0585580394956596,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"06",7.58068093538604,0.058591688533701,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"07",7.57557033137515,0.0585783501137596,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"08",7.5915202986023,0.0588212737890748,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"09",7.58195179201623,0.0589490001807097,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"10",7.59242640641951,0.0587450426826097,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"11",7.5865173138486,0.0585818103807295,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"12",7.56894832918091,0.0583203971812601,Inf
