"analysis","employment_status","is_weekend_factor","sex_concept","month","estimate","SE","df"
"emm_month_x_weekend",NA,"Weekend",NA,"01",7.82024712755813,0.0982395781807599,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"02",7.84491873553554,0.0980648965764022,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"03",7.84062090600291,0.0981352656838956,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"04",7.84639563404363,0.0986107546030338,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"05",7.84285344202971,0.0987827776076289,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"06",7.86631079605408,0.0987648544829048,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"07",7.86167084598094,0.0987173732941173,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"08",7.86097005706406,0.099028091762699,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"09",7.83091629351124,0.099246114999711,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"10",7.8525088207474,0.0989705536255007,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"11",7.86195354917688,0.0987661436123588,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"12",7.7990496919331,0.098405886449442,Inf
