"analysis","employment_status","is_weekend_factor","sex_concept","month","estimate","SE","df"
"emm_month_x_weekend",NA,"Weekday",NA,"11",6.97423391861658,0.0972315949997735,Inf
"emm_month_x_weekend",NA,"Weekday",NA,"12",6.91959162968474,0.09695187922132,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"01",7.81596989955998,0.0971538337743197,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"02",7.84060648212659,0.0969998275139149,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"03",7.83540002128568,0.0970589743233657,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"04",7.84142835441287,0.0975475794246417,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"05",7.83772747001623,0.0977093749690976,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"06",7.86145226029515,0.0976943603512351,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"07",7.85739200922192,0.0976427470462653,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"08",7.85585990292715,0.0979201938130694,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"09",7.82760338036198,0.0981110965894944,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"10",7.85853014233208,0.0978386491994022,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"11",7.85731849405129,0.0976116486499948,Inf
"emm_month_x_weekend",NA,"Weekend",NA,"12",7.80267620511944,0.0973079206666564,Inf
